Year | Année,Facility Name | Nom de l'installation,Sample Station Name | Nom de la station d'échantillonnage,Latitude | Latitude,Longitude | Longitude,Sample Type (English) | Type d'échantillon (anglais),Sample Type (French) | Type d'échantillon (français),Substance Name (English) | Nom de substance (anglais),Substance Name (French) | Nom de substance (français),Statistical Quantity (English) | Quantité statistique (anglais),Statistical Quantity (French) | Quantité statistique (français),<,Result | Résultat,Units | Unités
2011,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,3.04E+08,Bq
2011,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,3.14E+08,Bq
2011,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,3.82E+08,Bq
2011,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,3.12E+08,Bq
2011,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,1.10E+08,Bq
2011,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,0.00E+00,Bq
2012,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,2.71E+08,Bq
2012,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,3.39E+08,Bq
2012,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,3.84E+08,Bq
2012,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,3.90E+08,Bq
2012,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,2.75E+08,Bq
2012,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,1.17E+08,Bq
2012,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,2.34E+08,Bq
2012,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,0.00E+00,Bq
2012,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,0.00E+00,Bq
2012,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,0.00E+00,Bq
2012,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,2.74E+07,Bq
2012,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,0.00E+00,Bq
2012,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,0.00E+00,Bq
2012,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,1.45E+06,Bq
2012,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,1.37E+08,Bq
2012,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,3.43E+08,Bq
2012,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,3.43E+08,Bq
2012,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,4.11E+08,Bq
2012,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,3.43E+08,Bq
2012,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,1.37E+08,Bq
2012,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,0.00E+00,Bq
2012,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,0.00E+00,Bq
2012,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,9.44E+07,Bq
2012,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,3.42E+08,Bq
2012,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,4.11E+08,Bq
2012,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,3.42E+08,Bq
2012,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,2.07E+08,Bq
2012,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,4.15E+08,Bq
2012,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,4.15E+08,Bq
2012,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,3.45E+08,Bq
2012,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,3.08E+08,Bq
2012,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,3.45E+08,Bq
2012,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,1.03E+08,Bq
2012,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,0.00E+00,Bq
2012,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,0.00E+00,Bq
2012,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,2.98E+08,Bq
2012,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,8.94E+08,Bq
2012,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,7.45E+08,Bq
2012,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,8.94E+08,Bq
2012,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,5.53E+08,Bq
2012,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,1.34E+08,Bq
2012,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,2.72E+08,Bq
2012,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,4.08E+08,Bq
2012,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,4.76E+08,Bq
2012,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,2.04E+08,Bq
2012,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,0.00E+00,Bq
2012,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,0.00E+00,Bq
2012,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,2.10E+07,Bq
2012,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,0.00E+00,Bq
2012,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,0.00E+00,Bq
2012,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,1.12E+06,Bq
2012,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,0.00E+00,Bq
2013,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,0.00E+00,Bq
2013,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,0.00E+00,Bq
2013,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,1.40E+07,Bq
2013,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,0.00E+00,Bq
2013,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,3.50E+08,Bq
2013,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,3.50E+08,Bq
2013,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,4.20E+08,Bq
2013,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,2.25E+08,Bq
2013,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,3.70E+08,Bq
2013,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,0.00E+00,Bq
2013,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,1.66E+06,Bq
2013,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,1.94E+08,Bq
2013,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,1.48E+07,Bq
2013,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,0.00E+00,Bq
2013,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,0.00E+00,Bq
2013,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,0.00E+00,Bq
2013,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,1.04E+06,Bq
2013,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,0.00E+00,Bq
2013,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,4.38E+07,Bq
2013,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,0.00E+00,Bq
2013,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,1.47E+08,Bq
2013,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,4.24E+08,Bq
2013,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,3.90E+08,Bq
2013,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,4.61E+08,Bq
2013,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,2.91E+08,Bq
2013,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,4.44E+08,Bq
2013,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,3.59E+08,Bq
2013,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,3.50E+08,Bq
2013,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,3.10E+08,Bq
2013,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,3.64E+08,Bq
2013,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,4.09E+08,Bq
2013,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,2.73E+08,Bq
2013,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,1.25E+08,Bq
2013,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,0.00E+00,Bq
2013,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,3.12E+08,Bq
2013,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,2.77E+08,Bq
2013,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,1.37E+08,Bq
2013,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,4.78E+08,Bq
2013,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,9.56E+07,Bq
2013,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,2.52E+08,Bq
2013,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,4.84E+08,Bq
2013,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,2.95E+08,Bq
2013,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,3.45E+08,Bq
2013,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,1.73E+07,Bq
2013,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,1.31E+06,Bq
2013,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,2.60E+07,Bq
2013,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,0.00E+00,Bq
2013,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,0.00E+00,Bq
2013,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,5.55E+07,Bq
2013,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,0.00E+00,Bq
2013,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,0.00E+00,Bq
2013,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,0.00E+00,Bq
2014,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,0.00E+00,Bq
2014,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,0.00E+00,Bq
2014,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,0.00E+00,Bq
2014,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,2.54E+07,Bq
2014,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,8.65E+05,Bq
2014,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,0.00E+00,Bq
2014,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,0.00E+00,Bq
2014,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,0.00E+00,Bq
2014,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,0.00E+00,Bq
2014,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,0.00E+00,Bq
2014,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,1.97E+07,Bq
2014,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,0.00E+00,Bq
2014,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,2.82E+08,Bq
2014,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,3.42E+08,Bq
2014,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,3.88E+08,Bq
2014,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,2.52E+08,Bq
2014,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,3.19E+08,Bq
2014,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,4.06E+08,Bq
2014,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,3.88E+08,Bq
2014,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,2.74E+08,Bq
2014,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,2.02E+08,Bq
2014,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,2.60E+08,Bq
2014,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,3.06E+08,Bq
2014,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,3.68E+08,Bq
2014,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,3.29E+08,Bq
2014,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,2.62E+08,Bq
2014,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,2.35E+08,Bq
2014,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,3.56E+08,Bq
2014,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,3.27E+08,Bq
2014,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,3.83E+08,Bq
2014,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,2.73E+08,Bq
2014,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,2.60E+08,Bq
2014,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,2.99E+08,Bq
2014,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,2.98E+08,Bq
2014,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,2.89E+08,Bq
2014,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,2.42E+08,Bq
2014,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,3.63E+08,Bq
2014,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,3.40E+08,Bq
2014,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,3.25E+08,Bq
2014,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,2.82E+08,Bq
2014,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,3.87E+08,Bq
2014,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,2.24E+08,Bq
2014,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,2.91E+08,Bq
2014,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,3.48E+08,Bq
2014,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,3.25E+08,Bq
2014,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,4.11E+08,Bq
2014,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,3.94E+08,Bq
2014,SRBT,Sewer,45.8054,-77.1180,Liquid Releases,Rejets liquides,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,3.94E+08,Bq
