Year | Année,Facility Name | Nom de l'installation,Sample Station Name | Nom de la station d'échantillonnage,Latitude | Latitude,Longitude | Longitude,Sample Type (English) | Type d'échantillon (anglais),Sample Type (French) | Type d'échantillon (français),Substance Name (English) | Nom de substance (anglais),Substance Name (French) | Nom de substance (français),Statistical Quantity (English) | Quantité statistique (anglais),Statistical Quantity (French) | Quantité statistique (français),<,Result | Résultat,Units | Unités
2021,SRBT,NW500,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,2.76,Bq/m3
2021,SRBT,NW1000,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,1.48,Bq/m3
2021,SRBT,NW2000,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.97,Bq/m3
2021,SRBT,W250,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.97,Bq/m3
2021,SRBT,W500,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,1.03,Bq/m3
2021,SRBT,W1000,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,1.45,Bq/m3
2021,SRBT,SW250,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.9,Bq/m3
2021,SRBT,SW500,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.72,Bq/m3
2021,SRBT,SW1000,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.67,Bq/m3
2021,SRBT,SW2000,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.67,Bq/m3
2021,SRBT,S250,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,1.28,Bq/m3
2021,SRBT,S500,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,1.07,Bq/m3
2021,SRBT,S1000,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.67,Bq/m3
2021,SRBT,SE250,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,5.1,Bq/m3
2021,SRBT,SE500,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,4.03,Bq/m3
2021,SRBT,SE1000,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,1.59,Bq/m3
2021,SRBT,SE2000,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.67,Bq/m3
2021,SRBT,E250,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,3.41,Bq/m3
2021,SRBT,E500,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,1.9,Bq/m3
2021,SRBT,E1000,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,1.14,Bq/m3
2021,SRBT,NE250,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,4.31,Bq/m3
2021,SRBT,NE500,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,1.62,Bq/m3
2021,SRBT,NE1000,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,1.59,Bq/m3
2021,SRBT,NE2000,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.9,Bq/m3
2021,SRBT,N250,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,1.74,Bq/m3
2021,SRBT,N500,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.78,Bq/m3
2021,SRBT,N1000,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,1.11,Bq/m3
2021,SRBT,NW250,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,1.59,Bq/m3
2021,SRBT,NW500,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.73,Bq/m3
2021,SRBT,NW1000,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.74,Bq/m3
2021,SRBT,NW2000,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.73,Bq/m3
2021,SRBT,W250,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.73,Bq/m3
2021,SRBT,W500,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.73,Bq/m3
2021,SRBT,W1000,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,1.63,Bq/m3
2021,SRBT,SW250,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.73,Bq/m3
2021,SRBT,SW500,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.73,Bq/m3
2021,SRBT,SW1000,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.73,Bq/m3
2021,SRBT,SW2000,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.73,Bq/m3
2021,SRBT,S250,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.73,Bq/m3
2021,SRBT,S500,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.73,Bq/m3
2021,SRBT,S1000,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.73,Bq/m3
2021,SRBT,SE250,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,3.11,Bq/m3
2021,SRBT,SE500,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,1.52,Bq/m3
2021,SRBT,SE1000,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.73,Bq/m3
2021,SRBT,SE2000,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.73,Bq/m3
2021,SRBT,E250,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,1.96,Bq/m3
2021,SRBT,E500,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.78,Bq/m3
2021,SRBT,E1000,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.73,Bq/m3
2021,SRBT,NE250,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,6.67,Bq/m3
2021,SRBT,NE500,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,1.33,Bq/m3
2021,SRBT,NE1000,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.93,Bq/m3
2021,SRBT,NE2000,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.73,Bq/m3
2021,SRBT,SW,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,1.74,Bq/m3
2021,SRBT,SE,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,1.56,Bq/m3
2021,SRBT,NW,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,1.74,Bq/m3
2021,SRBT,NE,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,1,Bq/m3
2021,SRBT,SW,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,3.46,Bq/m3
2021,SRBT,SE,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,5.14,Bq/m3
2021,SRBT,NW,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,,Bq/m3
2021,SRBT,NE,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,12.39,Bq/m3
2021,SRBT,SW,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.95,Bq/m3
2021,SRBT,SE,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,2.21,Bq/m3
2021,SRBT,NW,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.95,Bq/m3
2021,SRBT,NE,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,1.28,Bq/m3
2021,SRBT,SW,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.56,Bq/m3
2021,SRBT,SE,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.56,Bq/m3
2021,SRBT,NW,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.56,Bq/m3
2021,SRBT,NE,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.56,Bq/m3
2021,SRBT,SW,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.68,Bq/m3
2021,SRBT,SE,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.68,Bq/m3
2021,SRBT,NW,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.68,Bq/m3
2021,SRBT,NE,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.68,Bq/m3
2021,SRBT,SW,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.69,Bq/m3
2021,SRBT,SE,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.69,Bq/m3
2021,SRBT,NW,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.69,Bq/m3
2021,SRBT,NE,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,3.61,Bq/m3
2021,SRBT,SW,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.7,Bq/m3
2021,SRBT,SE,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.7,Bq/m3
2021,SRBT,NW,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.7,Bq/m3
2021,SRBT,NE,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,2.21,Bq/m3
2021,SRBT,SW,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.53,Bq/m3
2021,SRBT,SE,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.86,Bq/m3
2021,SRBT,NW,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.53,Bq/m3
2021,SRBT,NE,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.53,Bq/m3
2021,SRBT,SW,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.7,Bq/m3
2021,SRBT,SE,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.7,Bq/m3
2021,SRBT,NW,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.7,Bq/m3
2021,SRBT,NE,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.7,Bq/m3
2021,SRBT,SW,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.57,Bq/m3
2021,SRBT,SE,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.57,Bq/m3
2021,SRBT,NW,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.57,Bq/m3
2021,SRBT,NE,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.57,Bq/m3
2021,SRBT,SW,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,1.07,Bq/m3
2021,SRBT,SE,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.69,Bq/m3
2021,SRBT,NW,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.67,Bq/m3
2021,SRBT,NE,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.76,Bq/m3
2021,SRBT,SW,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.73,Bq/m3
2021,SRBT,SE,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.73,Bq/m3
2021,SRBT,NW,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.74,Bq/m3
2021,SRBT,NE,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.73,Bq/m3
2022,SRBT,N250,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.58,Bq/m3
2022,SRBT,N500,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.53,Bq/m3
2022,SRBT,N1000,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.53,Bq/m3
2022,SRBT,NW250,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,1.11,Bq/m3
2022,SRBT,NW500,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.53,Bq/m3
2022,SRBT,NW1000,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.53,Bq/m3
2022,SRBT,NW2000,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.53,Bq/m3
2022,SRBT,W250,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.53,Bq/m3
2022,SRBT,W500,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.53,Bq/m3
2022,SRBT,W1000,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.56,Bq/m3
2022,SRBT,SW250,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.53,Bq/m3
2022,SRBT,SW500,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.53,Bq/m3
2022,SRBT,SW1000,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.53,Bq/m3
2022,SRBT,SW2000,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.53,Bq/m3
2022,SRBT,S250,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.53,Bq/m3
2022,SRBT,S500,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.53,Bq/m3
2022,SRBT,S1000,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.53,Bq/m3
2022,SRBT,SE250,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,2.44,Bq/m3
2022,SRBT,SE500,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,1.25,Bq/m3
2022,SRBT,SE1000,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.53,Bq/m3
2022,SRBT,SE2000,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.53,Bq/m3
2022,SRBT,E250,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.53,Bq/m3
2022,SRBT,E500,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.53,Bq/m3
2022,SRBT,E1000,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.53,Bq/m3
2022,SRBT,NE250,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.67,Bq/m3
2022,SRBT,NE500,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.53,Bq/m3
2022,SRBT,NE1000,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.53,Bq/m3
2022,SRBT,NE2000,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.53,Bq/m3
2022,SRBT,N250,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,1.22,Bq/m3
2022,SRBT,N500,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.74,Bq/m3
2022,SRBT,N1000,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.72,Bq/m3
2022,SRBT,NW250,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,3.89,Bq/m3
2022,SRBT,NW500,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.85,Bq/m3
2022,SRBT,NW1000,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.72,Bq/m3
2022,SRBT,NW2000,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.72,Bq/m3
2022,SRBT,W250,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.72,Bq/m3
2022,SRBT,W500,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.72,Bq/m3
2022,SRBT,W1000,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.72,Bq/m3
2022,SRBT,SW250,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.72,Bq/m3
2022,SRBT,SW500,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.72,Bq/m3
2022,SRBT,SW1000,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.72,Bq/m3
2022,SRBT,SW2000,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.72,Bq/m3
2022,SRBT,S250,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.72,Bq/m3
2022,SRBT,S500,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.72,Bq/m3
2022,SRBT,S1000,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.72,Bq/m3
2022,SRBT,SE250,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,2.19,Bq/m3
2022,SRBT,SE500,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.72,Bq/m3
2022,SRBT,SE1000,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.72,Bq/m3
2022,SRBT,SE2000,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,,Bq/m3
2022,SRBT,E250,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.72,Bq/m3
2022,SRBT,E500,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.72,Bq/m3
2022,SRBT,E1000,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.72,Bq/m3
2022,SRBT,NE250,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.78,Bq/m3
