Year,Facility Name ,Sample Station Name,Latitude ,Longitude ,Sample Type en,Sample Type fr,Substance Name en,Substance Name fr,Statistical Quantity en,Statistical Quantity fr,energy_below_1_mev,Result,Units
2009,Nuclear Power Demonstration,Wells Area Sump,46.1868,-77.6578,Liquid Releases,Rejets liquides,Tritium (HTO),Tritium (Eau tritiée),Annual total,Total annuel,,2.33E+11,Bq
2009,Nuclear Power Demonstration,Wells Area Sump,46.1868,-77.6578,Liquid Releases,Rejets liquides,Carbon-14,Carbone-14,Annual total,Total annuel,,1.61E+07,Bq
2009,Nuclear Power Demonstration,Wells Area Sump,46.1868,-77.6578,Liquid Releases,Rejets liquides,Particulate gross beta,Particules bêta brutes,Annual total,Total annuel,,6.94E+06,Bq
2009,Nuclear Power Demonstration,Wells Area Sump,46.1868,-77.6578,Liquid Releases,Rejets liquides,Particulate gross gamma,Particules gamma brutes,Annual total,Total annuel,,4.01E+06,Bq
2010,Nuclear Power Demonstration,Wells Area Sump,46.1868,-77.6578,Liquid Releases,Rejets liquides,Tritium (HTO),Tritium (Eau tritiée),Annual total,Total annuel,,0.00E+00,Bq
2010,Nuclear Power Demonstration,Wells Area Sump,46.1868,-77.6578,Liquid Releases,Rejets liquides,Carbon-14,Carbone-14,Annual total,Total annuel,,0.00E+00,Bq
2010,Nuclear Power Demonstration,Wells Area Sump,46.1868,-77.6578,Liquid Releases,Rejets liquides,Particulate gross beta,Particules bêta brutes,Annual total,Total annuel,,0.00E+00,Bq
2010,Nuclear Power Demonstration,Wells Area Sump,46.1868,-77.6578,Liquid Releases,Rejets liquides,Particulate gross gamma,Particules gamma brutes,Annual total,Total annuel,,0.00E+00,Bq
2011,Nuclear Power Demonstration,Wells Area Sump,46.1868,-77.6578,Liquid Releases,Rejets liquides,Tritium (HTO),Tritium (Eau tritiée),Annual total,Total annuel,,1.30E+11,Bq
2011,Nuclear Power Demonstration,Wells Area Sump,46.1868,-77.6578,Liquid Releases,Rejets liquides,Carbon-14,Carbone-14,Annual total,Total annuel,,9.30E+06,Bq
2011,Nuclear Power Demonstration,Wells Area Sump,46.1868,-77.6578,Liquid Releases,Rejets liquides,Particulate gross beta,Particules bêta brutes,Annual total,Total annuel,,2.10E+06,Bq
2011,Nuclear Power Demonstration,Wells Area Sump,46.1868,-77.6578,Liquid Releases,Rejets liquides,Particulate gross gamma,Particules gamma brutes,Annual total,Total annuel,,1.50E+06,Bq
2012,Nuclear Power Demonstration,Wells Area Sump,46.1868,-77.6578,Liquid Releases,Rejets liquides,Tritium (HTO),Tritium (Eau tritiée),Annual total,Total annuel,,1.27E+11,Bq
2012,Nuclear Power Demonstration,Wells Area Sump,46.1868,-77.6578,Liquid Releases,Rejets liquides,Carbon-14,Carbone-14,Annual total,Total annuel,,3.75E+06,Bq
2012,Nuclear Power Demonstration,Wells Area Sump,46.1868,-77.6578,Liquid Releases,Rejets liquides,Particulate gross beta,Particules bêta brutes,Annual total,Total annuel,,1.01E+06,Bq
2012,Nuclear Power Demonstration,Wells Area Sump,46.1868,-77.6578,Liquid Releases,Rejets liquides,Particulate gross gamma,Particules gamma brutes,Annual total,Total annuel,,1.40E+06,Bq
2012,Nuclear Power Demonstration,Make-up Tank,46.1868,-77.6578,Liquid Releases,Rejets liquides,Tritium (HTO),Tritium (Eau tritiée),Annual total,Total annuel,,3.33E+08,Bq
2012,Nuclear Power Demonstration,Make-up Tank,46.1868,-77.6578,Liquid Releases,Rejets liquides,Particulate gross beta,Particules bêta brutes,Annual total,Total annuel,,1.11E+04,Bq
2013,Nuclear Power Demonstration,Wells Area Sump,46.1868,-77.6578,Liquid Releases,Rejets liquides,Tritium (HTO),Tritium (Eau tritiée),Annual total,Total annuel,,1.41E+11,Bq
2013,Nuclear Power Demonstration,Wells Area Sump,46.1868,-77.6578,Liquid Releases,Rejets liquides,Particulate Gross Beta/Gamma,Particules bêta/gamma brutes,Annual total,Total annuel,,9.76E+05,Bq
2013,Nuclear Power Demonstration,Wells Area Sump,46.1868,-77.6578,Liquid Releases,Rejets liquides,Cobalt-60,Cobalt-60,Annual total,Total annuel,,5.91E+08,Bq
2013,Nuclear Power Demonstration,Wells Area Sump,46.1868,-77.6578,Liquid Releases,Rejets liquides,Cesium-137,Césium-137,Annual total,Total annuel,,3.64E+06,Bq
2013,Nuclear Power Demonstration,Wells Area Sump,46.1868,-77.6578,Liquid Releases,Rejets liquides,Carbon-14,Carbone-14,Annual total,Total annuel,,0.00E+00,Bq
2014,Nuclear Power Demonstration,Wells Area Sump,46.1868,-77.6578,Liquid Releases,Rejets liquides,Tritium (HTO),Tritium (Eau tritiée),Annual total,Total annuel,,9.60E+10,Bq
2014,Nuclear Power Demonstration,Wells Area Sump,46.1868,-77.6578,Liquid Releases,Rejets liquides,Particulate Gross Beta/Gamma,Particules bêta/gamma brutes,Annual total,Total annuel,,6.08E+06,Bq
2014,Nuclear Power Demonstration,Wells Area Sump,46.1868,-77.6578,Liquid Releases,Rejets liquides,Carbon-14,Carbone-14,Annual total,Total annuel,,9.84E+06,Bq
2015,Nuclear Power Demonstration,Wells Area Sump,46.1868,-77.6578,Liquid Releases,Rejets liquides,Tritium (HTO),Tritium (Eau tritiée),Annual total,Total annuel,,6.61E+10,Bq
2015,Nuclear Power Demonstration,Wells Area Sump,46.1868,-77.6578,Liquid Releases,Rejets liquides,Particulate Gross Beta/Gamma,Particules bêta/gamma brutes,Annual total,Total annuel,,4.86E+06,Bq
2015,Nuclear Power Demonstration,Wells Area Sump,46.1868,-77.6578,Liquid Releases,Rejets liquides,Carbon-14,Carbone-14,Annual total,Total annuel,,5.35E+06,Bq
2016,Nuclear Power Demonstration,Wells Area Sump,46.1868,-77.6578,Liquid Releases,Rejets liquides,Tritium (HTO),Tritium (Eau tritiée),Annual total,Total annuel,,6.57E+10,Bq
2016,Nuclear Power Demonstration,Wells Area Sump,46.1868,-77.6578,Liquid Releases,Rejets liquides,Particulate Gross Beta/Gamma,Particules bêta/gamma brutes,Annual total,Total annuel,,2.35E+06,Bq
2016,Nuclear Power Demonstration,Wells Area Sump,46.1868,-77.6578,Liquid Releases,Rejets liquides,Carbon-14,Carbone-14,Annual total,Total annuel,,,Bq
2016,Nuclear Power Demonstration,Manhole #2,46.1868,-77.6578,Liquid Releases,Rejets liquides,Tritium (HTO),Tritium (Eau tritiée),Annual total,Total annuel,,ND,Bq
2016,Nuclear Power Demonstration,Manhole #2,46.1868,-77.6578,Liquid Releases,Rejets liquides,Particulate Gross Beta/Gamma,Particules bêta/gamma brutes,Annual total,Total annuel,<,3.33E+07,Bq
2017,Nuclear Power Demonstration,Wells Area Sump,46.1868,-77.6578,Liquid Releases,Rejets liquides,Tritium (HTO),Tritium (Eau tritiée),Annual total,Total annuel,,7.21E+10,Bq
2017,Nuclear Power Demonstration,Wells Area Sump,46.1868,-77.6578,Liquid Releases,Rejets liquides,Particulate Gross Beta/Gamma,Particules bêta/gamma brutes,Annual total,Total annuel,,9.69E+05,Bq
2017,Nuclear Power Demonstration,Manhole #2,46.1868,-77.6578,Liquid Releases,Rejets liquides,Tritium (HTO),Tritium (Eau tritiée),Annual total,Total annuel,,3.57E+13,Bq
2017,Nuclear Power Demonstration,Manhole #2,46.1868,-77.6578,Liquid Releases,Rejets liquides,Particulate Gross Beta/Gamma,Particules bêta/gamma brutes,Annual total,Total annuel,,1.80E+08,Bq
2018,Nuclear Power Demonstration,Wells Area Sump,46.1868,-77.6578,Liquid Releases,Rejets liquides,Tritium (HTO),Tritium (Eau tritiée),Annual total,Total annuel,,0.00E+00,Bq
2018,Nuclear Power Demonstration,Wells Area Sump,46.1868,-77.6578,Liquid Releases,Rejets liquides,Particulate Gross Beta/Gamma,Particules bêta/gamma brutes,Annual total,Total annuel,,0.00E+00,Bq
2018,Nuclear Power Demonstration,Manhole #2,46.1868,-77.6578,Liquid Releases,Rejets liquides,Tritium (HTO),Tritium (Eau tritiée),Annual total,Total annuel,,1.80E+09,Bq
2018,Nuclear Power Demonstration,Manhole #2,46.1868,-77.6578,Liquid Releases,Rejets liquides,Particulate Gross Beta/Gamma,Particules bêta/gamma brutes,Annual total,Total annuel,,5.91E+07,Bq
2019,Nuclear Power Demonstration,Manhole #2,46.1868,-77.6578,Liquid Releases,Rejets liquides,Tritium (HTO),Tritium (Eau tritiée),Annual total,Total annuel,,2.52E+10,Bq
2019,Nuclear Power Demonstration,Manhole #2,46.1868,-77.6578,Liquid Releases,Rejets liquides,Particulate Gross Beta/Gamma,Particules bêta/gamma brutes,Annual total,Total annuel,,4.06E+07,Bq
2020,Nuclear Power Demonstration,Manhole #2,46.1868,-77.6578,Liquid Releases,Rejets liquides,Tritium (HTO),Tritium (Eau tritiée),Annual total,Total annuel,,6.67E+09,Bq
2020,Nuclear Power Demonstration,Manhole #2,46.1868,-77.6578,Liquid Releases,Rejets liquides,Particulate Gross Beta/Gamma,Particules bêta/gamma brutes,Annual total,Total annuel,,2.05E+08,Bq
2021,Nuclear Power Demonstration,Manhole #2,46.1868,-77.6578,Liquid Releases,Rejets liquides,Tritium (HTO),Tritium (Eau tritiée),Annual total,Total annuel,,3.08E+10,Bq
2021,Nuclear Power Demonstration,Manhole #2,46.1868,-77.6578,Liquid Releases,Rejets liquides,Particulate Gross Beta/Gamma,Particules bêta/gamma brutes,Annual total,Total annuel,,4.43E+07,Bq
2022,Nuclear Power Demonstration,Manhole #2,46.1868,-77.6578,Liquid Releases,Rejets liquides,Tritium (HTO),Tritium (Eau tritiée),Annual total,Total annuel,,1.75E+10,Bq
2022,Nuclear Power Demonstration,Manhole #2,46.1868,-77.6578,Liquid Releases,Rejets liquides,Particulate Gross Beta/Gamma,Particules bêta/gamma brutes,Annual total,Total annuel,,7.11E+07,Bq
2009,Nuclear Power Demonstration,Stack,46.1868,-77.6578,Atmospheric Releases,Rejets atmosphériques,Tritium (HTO),Tritium (Eau tritiée),Annual total,Total annuel,,1.70E+11,Bq
2009,Nuclear Power Demonstration,Stack,46.1868,-77.6578,Atmospheric Releases,Rejets atmosphériques,Carbon-14,Carbone-14,Annual total,Total annuel,,2.78E+07,Bq
2009,Nuclear Power Demonstration,Stack,46.1868,-77.6578,Atmospheric Releases,Rejets atmosphériques,Particulate Gross Beta/Gamma,Particules bêta/gamma brutes,Annual total,Total annuel,,4.22E+04,Bq
2010,Nuclear Power Demonstration,Stack,46.1868,-77.6578,Atmospheric Releases,Rejets atmosphériques,Tritium (HTO),Tritium (Eau tritiée),Annual total,Total annuel,,1.00E+11,Bq
2010,Nuclear Power Demonstration,Stack,46.1868,-77.6578,Atmospheric Releases,Rejets atmosphériques,Carbon-14,Carbone-14,Annual total,Total annuel,,1.56E+07,Bq
2010,Nuclear Power Demonstration,Stack,46.1868,-77.6578,Atmospheric Releases,Rejets atmosphériques,Particulate Gross Beta/Gamma,Particules bêta/gamma brutes,Annual total,Total annuel,,1.89E+05,Bq
2011,Nuclear Power Demonstration,Stack,46.1868,-77.6578,Atmospheric Releases,Rejets atmosphériques,Tritium (HTO),Tritium (Eau tritiée),Annual total,Total annuel,,6.36E+10,Bq
2011,Nuclear Power Demonstration,Stack,46.1868,-77.6578,Atmospheric Releases,Rejets atmosphériques,Carbon-14,Carbone-14,Annual total,Total annuel,,1.10E+07,Bq
2011,Nuclear Power Demonstration,Stack,46.1868,-77.6578,Atmospheric Releases,Rejets atmosphériques,Particulate Gross Beta/Gamma,Particules bêta/gamma brutes,Annual total,Total annuel,,2.19E+04,Bq
2012,Nuclear Power Demonstration,Stack,46.1868,-77.6578,Atmospheric Releases,Rejets atmosphériques,Tritium (HTO),Tritium (Eau tritiée),Annual total,Total annuel,,5.07E+10,Bq
2012,Nuclear Power Demonstration,Stack,46.1868,-77.6578,Atmospheric Releases,Rejets atmosphériques,Carbon-14,Carbone-14,Annual total,Total annuel,,1.82E+06,Bq
2012,Nuclear Power Demonstration,Stack,46.1868,-77.6578,Atmospheric Releases,Rejets atmosphériques,Particulate Gross Beta/Gamma,Particules bêta/gamma brutes,Annual total,Total annuel,<,MDA,Bq
2013,Nuclear Power Demonstration,Stack,46.1868,-77.6578,Atmospheric Releases,Rejets atmosphériques,Tritium (HTO),Tritium (Eau tritiée),Annual total,Total annuel,,6.86E+10,Bq
2013,Nuclear Power Demonstration,Stack,46.1868,-77.6578,Atmospheric Releases,Rejets atmosphériques,Carbon-14,Carbone-14,Annual total,Total annuel,,8.69E+07,Bq
2013,Nuclear Power Demonstration,Stack,46.1868,-77.6578,Atmospheric Releases,Rejets atmosphériques,Particulate Gross Beta/Gamma,Particules bêta/gamma brutes,Annual total,Total annuel,,6.63E+04,Bq
2014,Nuclear Power Demonstration,Stack,46.1868,-77.6578,Atmospheric Releases,Rejets atmosphériques,Tritium (HTO),Tritium (Eau tritiée),Annual total,Total annuel,,2.63E+11,Bq
2014,Nuclear Power Demonstration,Stack,46.1868,-77.6578,Atmospheric Releases,Rejets atmosphériques,Particulate Gross Beta/Gamma,Particules bêta/gamma brutes,Annual total,Total annuel,,5.27E+04,Bq
2014,Nuclear Power Demonstration,Stack,46.1868,-77.6578,Atmospheric Releases,Rejets atmosphériques,Carbon-14,Carbone-14,Annual total,Total annuel,,5.29E+08,Bq
2015,Nuclear Power Demonstration,Stack,46.1868,-77.6578,Atmospheric Releases,Rejets atmosphériques,Tritium (HTO),Tritium (Eau tritiée),Annual total,Total annuel,,2.15E+11,Bq
2015,Nuclear Power Demonstration,Stack,46.1868,-77.6578,Atmospheric Releases,Rejets atmosphériques,Particulate Gross Beta/Gamma,Particules bêta/gamma brutes,Annual total,Total annuel,,4.81E+04,Bq
2015,Nuclear Power Demonstration,Stack,46.1868,-77.6578,Atmospheric Releases,Rejets atmosphériques,Carbon-14,Carbone-14,Annual total,Total annuel,,6.79E+08,Bq
2016,Nuclear Power Demonstration,Stack,46.1868,-77.6578,Atmospheric Releases,Rejets atmosphériques,Tritium (HTO),Tritium (Eau tritiée),Annual total,Total annuel,,2.53E+11,Bq
2016,Nuclear Power Demonstration,Stack,46.1868,-77.6578,Atmospheric Releases,Rejets atmosphériques,Particulate Gross Beta/Gamma,Particules bêta/gamma brutes,Annual total,Total annuel,<,4.30E+04,Bq
2016,Nuclear Power Demonstration,Stack,46.1868,-77.6578,Atmospheric Releases,Rejets atmosphériques,Carbon-14,Carbone-14,Annual total,Total annuel,,,Bq
2017,Nuclear Power Demonstration,Stack,46.1868,-77.6578,Atmospheric Releases,Rejets atmosphériques,Tritium (HTO),Tritium (Eau tritiée),Annual total,Total annuel,,1.48E+12,Bq
2017,Nuclear Power Demonstration,Stack,46.1868,-77.6578,Atmospheric Releases,Rejets atmosphériques,Particulate Gross Beta/Gamma,Particules bêta/gamma brutes,Annual total,Total annuel,,1.84E+05,Bq
2018,Nuclear Power Demonstration,Stack,46.1868,-77.6578,Atmospheric Releases,Rejets atmosphériques,Tritium (HTO),Tritium (Eau tritiée),Annual total,Total annuel,,3.08E+11,Bq
2018,Nuclear Power Demonstration,Stack,46.1868,-77.6578,Atmospheric Releases,Rejets atmosphériques,Particulate Gross Beta/Gamma,Particules bêta/gamma brutes,Annual total,Total annuel,,4.23E+04,Bq
2019,Nuclear Power Demonstration,Stack,46.1868,-77.6578,Atmospheric Releases,Rejets atmosphériques,Tritium (HTO),Tritium (Eau tritiée),Annual total,Total annuel,,1.59E+11,Bq
2019,Nuclear Power Demonstration,Stack,46.1868,-77.6578,Atmospheric Releases,Rejets atmosphériques,Particulate Gross Beta/Gamma,Particules bêta/gamma brutes,Annual total,Total annuel,,4.21E+04,Bq
2020,Nuclear Power Demonstration,Stack,46.1868,-77.6578,Atmospheric Releases,Rejets atmosphériques,Tritium (HTO),Tritium (Eau tritiée),Annual total,Total annuel,,3.65E+11,Bq
2020,Nuclear Power Demonstration,Stack,46.1868,-77.6578,Atmospheric Releases,Rejets atmosphériques,Particulate Gross Beta/Gamma,Particules bêta/gamma brutes,Annual total,Total annuel,,4.43E+04,Bq
2021,Nuclear Power Demonstration,Stack,46.1868,-77.6578,Atmospheric Releases,Rejets atmosphériques,Tritium (HTO),Tritium (Eau tritiée),Annual total,Total annuel,,1.50E+11,Bq
2021,Nuclear Power Demonstration,Stack,46.1868,-77.6578,Atmospheric Releases,Rejets atmosphériques,Particulate Gross Beta/Gamma,Particules bêta/gamma brutes,Annual total,Total annuel,,3.85E+04,Bq
2022,Nuclear Power Demonstration,Stack,46.1868,-77.6578,Atmospheric Releases,Rejets atmosphériques,Tritium (HTO),Tritium (Eau tritiée),Annual total,Total annuel,,9.21E+11,Bq
2022,Nuclear Power Demonstration,Stack,46.1868,-77.6578,Atmospheric Releases,Rejets atmosphériques,Particulate Gross Beta/Gamma,Particules bêta/gamma brutes,Annual total,Total annuel,,2.96E+04,Bq
2004,Nuclear Power Demonstration,R-742,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.01,DAC
2004,Nuclear Power Demonstration,R-742,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.01,DAC
2004,Nuclear Power Demonstration,R-607,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.4,DAC
2004,Nuclear Power Demonstration,R-607,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.7,DAC
2004,Nuclear Power Demonstration,R-745,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.1,DAC
2004,Nuclear Power Demonstration,R-745,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.2,DAC
2004,Nuclear Power Demonstration,C-506,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.3,DAC
2004,Nuclear Power Demonstration,C-506,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.6,DAC
2004,Nuclear Power Demonstration,R-103,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,1.1,DAC
2004,Nuclear Power Demonstration,R-103,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,2.3,DAC
2004,Nuclear Power Demonstration,R-306,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.2,DAC
2004,Nuclear Power Demonstration,R-306,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.5,DAC
2004,Nuclear Power Demonstration,R-408,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.2,DAC
2004,Nuclear Power Demonstration,R-408,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,1.2,DAC
2004,Nuclear Power Demonstration,ST-5,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.8,DAC
2004,Nuclear Power Demonstration,ST-5,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,1.6,DAC
2005,Nuclear Power Demonstration,R-742,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.01,DAC
2005,Nuclear Power Demonstration,R-742,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.01,DAC
2005,Nuclear Power Demonstration,R-607,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.4,DAC
2005,Nuclear Power Demonstration,R-607,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.2,DAC
2005,Nuclear Power Demonstration,R-745,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.2,DAC
2005,Nuclear Power Demonstration,R-745,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.2,DAC
2005,Nuclear Power Demonstration,C-506,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.4,DAC
2005,Nuclear Power Demonstration,C-506,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.8,DAC
2005,Nuclear Power Demonstration,R-103,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,1.3,DAC
2005,Nuclear Power Demonstration,R-103,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,1.9,DAC
2005,Nuclear Power Demonstration,R-306,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.3,DAC
2005,Nuclear Power Demonstration,R-306,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.5,DAC
2005,Nuclear Power Demonstration,R-408,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.3,DAC
2005,Nuclear Power Demonstration,R-408,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,1,DAC
2005,Nuclear Power Demonstration,ST-5,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.9,DAC
2005,Nuclear Power Demonstration,ST-5,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,1.4,DAC
2006,Nuclear Power Demonstration,R-742,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.01,DAC
2006,Nuclear Power Demonstration,R-742,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.02,DAC
2006,Nuclear Power Demonstration,R-607,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.4,DAC
2006,Nuclear Power Demonstration,R-607,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.8,DAC
2006,Nuclear Power Demonstration,R-745,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.2,DAC
2006,Nuclear Power Demonstration,R-745,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.2,DAC
2006,Nuclear Power Demonstration,C-506,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.4,DAC
2006,Nuclear Power Demonstration,C-506,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.9,DAC
2006,Nuclear Power Demonstration,R-103,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,1.4,DAC
2006,Nuclear Power Demonstration,R-103,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,3.3,DAC
2006,Nuclear Power Demonstration,R-306,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.3,DAC
2006,Nuclear Power Demonstration,R-306,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.8,DAC
2006,Nuclear Power Demonstration,R-408,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.1,DAC
2006,Nuclear Power Demonstration,R-408,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,1.2,DAC
2006,Nuclear Power Demonstration,ST-5,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,1,DAC
2006,Nuclear Power Demonstration,ST-5,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,1.9,DAC
2007,Nuclear Power Demonstration,R-742,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.01,DAC
2007,Nuclear Power Demonstration,R-742,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.01,DAC
2007,Nuclear Power Demonstration,R-607,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.2,DAC
2007,Nuclear Power Demonstration,R-607,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.4,DAC
2007,Nuclear Power Demonstration,R-745,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.1,DAC
2007,Nuclear Power Demonstration,R-745,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.1,DAC
2007,Nuclear Power Demonstration,C-506,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.2,DAC
2007,Nuclear Power Demonstration,C-506,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.5,DAC
2007,Nuclear Power Demonstration,R-103,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.6,DAC
2007,Nuclear Power Demonstration,R-103,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,1.5,DAC
2007,Nuclear Power Demonstration,R-306,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.1,DAC
2007,Nuclear Power Demonstration,R-306,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.4,DAC
