Year,Facility Name ,Sample Station Name,Latitude ,Longitude ,Sample Type en,Sample Type fr,Substance Name en,Substance Name fr,Statistical Quantity en,Statistical Quantity fr,energy_below_1_mev,Result,Units
2005,Nuclear Power Demonstration,Des Joachims,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Strontium-90,Strontium-90,Quarterly value,Valeur trimestrielle,,6.1,mBq/L
2005,Nuclear Power Demonstration,Deep River,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Strontium-90,Strontium-90,Quarterly value,Valeur trimestrielle,,7.7,mBq/L
2005,Nuclear Power Demonstration,Deep River,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Strontium-90,Strontium-90,Quarterly value,Valeur trimestrielle,,8.6,mBq/L
2005,Nuclear Power Demonstration,Deep River,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Strontium-90,Strontium-90,Quarterly value,Valeur trimestrielle,,5.2,mBq/L
2005,Nuclear Power Demonstration,Deep River,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Strontium-90,Strontium-90,Quarterly value,Valeur trimestrielle,,14.3,mBq/L
2006,Nuclear Power Demonstration,Des Joachims,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Tritium (HTO),Tritium (Eau tritiée),Quarterly value,Valeur trimestrielle,<,2.3,Bq/L
2006,Nuclear Power Demonstration,Des Joachims,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Tritium (HTO),Tritium (Eau tritiée),Quarterly value,Valeur trimestrielle,<,3.3,Bq/L
2006,Nuclear Power Demonstration,Des Joachims,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Tritium (HTO),Tritium (Eau tritiée),Quarterly value,Valeur trimestrielle,<,3,Bq/L
2006,Nuclear Power Demonstration,Des Joachims,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Tritium (HTO),Tritium (Eau tritiée),Quarterly value,Valeur trimestrielle,<,3.5,Bq/L
2006,Nuclear Power Demonstration,Deep River,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Tritium (HTO),Tritium (Eau tritiée),Quarterly value,Valeur trimestrielle,<,2.5,Bq/L
2006,Nuclear Power Demonstration,Deep River,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Tritium (HTO),Tritium (Eau tritiée),Quarterly value,Valeur trimestrielle,<,3.3,Bq/L
2006,Nuclear Power Demonstration,Deep River,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Tritium (HTO),Tritium (Eau tritiée),Quarterly value,Valeur trimestrielle,<,3.1,Bq/L
2006,Nuclear Power Demonstration,Deep River,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Tritium (HTO),Tritium (Eau tritiée),Quarterly value,Valeur trimestrielle,<,3.5,Bq/L
2006,Nuclear Power Demonstration,Des Joachims,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Cesium-137,Césium-137,Quarterly value,Valeur trimestrielle,,1.1,mBq/L
2006,Nuclear Power Demonstration,Des Joachims,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Cesium-137,Césium-137,Quarterly value,Valeur trimestrielle,,1.2,mBq/L
2006,Nuclear Power Demonstration,Des Joachims,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Cesium-137,Césium-137,Quarterly value,Valeur trimestrielle,,1.1,mBq/L
2006,Nuclear Power Demonstration,Des Joachims,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Cesium-137,Césium-137,Quarterly value,Valeur trimestrielle,<,0.4,mBq/L
2006,Nuclear Power Demonstration,Deep River,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Cesium-137,Césium-137,Quarterly value,Valeur trimestrielle,,0.7,mBq/L
2006,Nuclear Power Demonstration,Deep River,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Cesium-137,Césium-137,Quarterly value,Valeur trimestrielle,<,0.6,mBq/L
2006,Nuclear Power Demonstration,Deep River,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Cesium-137,Césium-137,Quarterly value,Valeur trimestrielle,,0.8,mBq/L
2006,Nuclear Power Demonstration,Deep River,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Cesium-137,Césium-137,Quarterly value,Valeur trimestrielle,,0.8,mBq/L
2006,Nuclear Power Demonstration,Des Joachims,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Strontium-90,Strontium-90,Quarterly value,Valeur trimestrielle,,4.9,mBq/L
2006,Nuclear Power Demonstration,Des Joachims,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Strontium-90,Strontium-90,Quarterly value,Valeur trimestrielle,,5.2,mBq/L
2006,Nuclear Power Demonstration,Des Joachims,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Strontium-90,Strontium-90,Quarterly value,Valeur trimestrielle,,5.3,mBq/L
2006,Nuclear Power Demonstration,Des Joachims,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Strontium-90,Strontium-90,Quarterly value,Valeur trimestrielle,,4.3,mBq/L
2006,Nuclear Power Demonstration,Deep River,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Strontium-90,Strontium-90,Quarterly value,Valeur trimestrielle,,4.9,mBq/L
2006,Nuclear Power Demonstration,Deep River,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Strontium-90,Strontium-90,Quarterly value,Valeur trimestrielle,,11,mBq/L
2006,Nuclear Power Demonstration,Deep River,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Strontium-90,Strontium-90,Quarterly value,Valeur trimestrielle,<,1.5,mBq/L
2006,Nuclear Power Demonstration,Deep River,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Strontium-90,Strontium-90,Quarterly value,Valeur trimestrielle,,4.2,mBq/L
2007,Nuclear Power Demonstration,Des Joachims,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Tritium (HTO),Tritium (Eau tritiée),Quarterly value,Valeur trimestrielle,<,3.7,Bq/L
2007,Nuclear Power Demonstration,Des Joachims,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Tritium (HTO),Tritium (Eau tritiée),Quarterly value,Valeur trimestrielle,<,3.5,Bq/L
2007,Nuclear Power Demonstration,Des Joachims,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Tritium (HTO),Tritium (Eau tritiée),Quarterly value,Valeur trimestrielle,<,5.2,Bq/L
2007,Nuclear Power Demonstration,Des Joachims,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Tritium (HTO),Tritium (Eau tritiée),Quarterly value,Valeur trimestrielle,<,5,Bq/L
2007,Nuclear Power Demonstration,Deep River,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Tritium (HTO),Tritium (Eau tritiée),Quarterly value,Valeur trimestrielle,<,3.5,Bq/L
2007,Nuclear Power Demonstration,Deep River,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Tritium (HTO),Tritium (Eau tritiée),Quarterly value,Valeur trimestrielle,,3.71,Bq/L
2007,Nuclear Power Demonstration,Deep River,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Tritium (HTO),Tritium (Eau tritiée),Quarterly value,Valeur trimestrielle,<,5.3,Bq/L
2007,Nuclear Power Demonstration,Deep River,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Tritium (HTO),Tritium (Eau tritiée),Quarterly value,Valeur trimestrielle,<,5.5,Bq/L
2007,Nuclear Power Demonstration,Des Joachims,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Cesium-137,Césium-137,Quarterly value,Valeur trimestrielle,,0.7,mBq/L
2007,Nuclear Power Demonstration,Des Joachims,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Cesium-137,Césium-137,Quarterly value,Valeur trimestrielle,,0.5,mBq/L
2007,Nuclear Power Demonstration,Des Joachims,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Cesium-137,Césium-137,Quarterly value,Valeur trimestrielle,,0.6,mBq/L
2007,Nuclear Power Demonstration,Des Joachims,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Cesium-137,Césium-137,Quarterly value,Valeur trimestrielle,,0.4,mBq/L
2007,Nuclear Power Demonstration,Deep River,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Cesium-137,Césium-137,Quarterly value,Valeur trimestrielle,<,0.5,mBq/L
2007,Nuclear Power Demonstration,Deep River,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Cesium-137,Césium-137,Quarterly value,Valeur trimestrielle,,1,mBq/L
2007,Nuclear Power Demonstration,Deep River,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Cesium-137,Césium-137,Quarterly value,Valeur trimestrielle,,0.6,mBq/L
2007,Nuclear Power Demonstration,Deep River,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Cesium-137,Césium-137,Quarterly value,Valeur trimestrielle,<,0.3,mBq/L
2007,Nuclear Power Demonstration,Des Joachims,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Strontium-90,Strontium-90,Quarterly value,Valeur trimestrielle,,5.5,mBq/L
2007,Nuclear Power Demonstration,Des Joachims,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Strontium-90,Strontium-90,Quarterly value,Valeur trimestrielle,,6.2,mBq/L
2007,Nuclear Power Demonstration,Des Joachims,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Strontium-90,Strontium-90,Quarterly value,Valeur trimestrielle,,3.6,mBq/L
2007,Nuclear Power Demonstration,Des Joachims,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Strontium-90,Strontium-90,Quarterly value,Valeur trimestrielle,,4.2,mBq/L
2007,Nuclear Power Demonstration,Deep River,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Strontium-90,Strontium-90,Quarterly value,Valeur trimestrielle,,2.1,mBq/L
2007,Nuclear Power Demonstration,Deep River,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Strontium-90,Strontium-90,Quarterly value,Valeur trimestrielle,,5.6,mBq/L
2007,Nuclear Power Demonstration,Deep River,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Strontium-90,Strontium-90,Quarterly value,Valeur trimestrielle,,5.4,mBq/L
2007,Nuclear Power Demonstration,Deep River,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Strontium-90,Strontium-90,Quarterly value,Valeur trimestrielle,,2.9,mBq/L
2008,Nuclear Power Demonstration,Des Joachims,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Tritium (HTO),Tritium (Eau tritiée),Quarterly value,Valeur trimestrielle,<,4.6,Bq/L
2008,Nuclear Power Demonstration,Des Joachims,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Tritium (HTO),Tritium (Eau tritiée),Quarterly value,Valeur trimestrielle,,4.4,Bq/L
2008,Nuclear Power Demonstration,Des Joachims,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Tritium (HTO),Tritium (Eau tritiée),Quarterly value,Valeur trimestrielle,,2.9,Bq/L
2008,Nuclear Power Demonstration,Des Joachims,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Tritium (HTO),Tritium (Eau tritiée),Quarterly value,Valeur trimestrielle,,3.3,Bq/L
2008,Nuclear Power Demonstration,Deep River,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Tritium (HTO),Tritium (Eau tritiée),Quarterly value,Valeur trimestrielle,,4.9,Bq/L
2008,Nuclear Power Demonstration,Deep River,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Tritium (HTO),Tritium (Eau tritiée),Quarterly value,Valeur trimestrielle,,4.7,Bq/L
2008,Nuclear Power Demonstration,Deep River,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Tritium (HTO),Tritium (Eau tritiée),Quarterly value,Valeur trimestrielle,,3.3,Bq/L
2008,Nuclear Power Demonstration,Deep River,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Tritium (HTO),Tritium (Eau tritiée),Quarterly value,Valeur trimestrielle,,4.9,Bq/L
2008,Nuclear Power Demonstration,Des Joachims,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Cesium-137,Césium-137,Quarterly value,Valeur trimestrielle,<,0.2,mBq/L
2008,Nuclear Power Demonstration,Des Joachims,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Cesium-137,Césium-137,Quarterly value,Valeur trimestrielle,,0.6,mBq/L
2008,Nuclear Power Demonstration,Des Joachims,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Cesium-137,Césium-137,Quarterly value,Valeur trimestrielle,,2.4,mBq/L
2008,Nuclear Power Demonstration,Des Joachims,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Cesium-137,Césium-137,Quarterly value,Valeur trimestrielle,,1.5,mBq/L
2008,Nuclear Power Demonstration,Deep River,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Cesium-137,Césium-137,Quarterly value,Valeur trimestrielle,<,0.6,mBq/L
2008,Nuclear Power Demonstration,Deep River,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Cesium-137,Césium-137,Quarterly value,Valeur trimestrielle,<,0.6,mBq/L
2008,Nuclear Power Demonstration,Deep River,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Cesium-137,Césium-137,Quarterly value,Valeur trimestrielle,<,0.5,mBq/L
2008,Nuclear Power Demonstration,Deep River,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Cesium-137,Césium-137,Quarterly value,Valeur trimestrielle,<,0.7,mBq/L
2008,Nuclear Power Demonstration,Des Joachims,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Strontium-90,Strontium-90,Quarterly value,Valeur trimestrielle,,4.5,mBq/L
2008,Nuclear Power Demonstration,Des Joachims,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Strontium-90,Strontium-90,Quarterly value,Valeur trimestrielle,,8.2,mBq/L
2008,Nuclear Power Demonstration,Des Joachims,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Strontium-90,Strontium-90,Quarterly value,Valeur trimestrielle,,2.2,mBq/L
2008,Nuclear Power Demonstration,Des Joachims,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Strontium-90,Strontium-90,Quarterly value,Valeur trimestrielle,,4.2,mBq/L
2008,Nuclear Power Demonstration,Deep River,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Strontium-90,Strontium-90,Quarterly value,Valeur trimestrielle,,2.5,mBq/L
2008,Nuclear Power Demonstration,Deep River,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Strontium-90,Strontium-90,Quarterly value,Valeur trimestrielle,,6.8,mBq/L
2008,Nuclear Power Demonstration,Deep River,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Strontium-90,Strontium-90,Quarterly value,Valeur trimestrielle,,2.4,mBq/L
2008,Nuclear Power Demonstration,Deep River,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Strontium-90,Strontium-90,Quarterly value,Valeur trimestrielle,,4.9,mBq/L
2009,Nuclear Power Demonstration,Des Joachims,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Tritium (HTO),Tritium (Eau tritiée),Quarterly value,Valeur trimestrielle,<,2.8,Bq/L
2009,Nuclear Power Demonstration,Des Joachims,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Tritium (HTO),Tritium (Eau tritiée),Quarterly value,Valeur trimestrielle,<,3,Bq/L
2009,Nuclear Power Demonstration,Des Joachims,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Tritium (HTO),Tritium (Eau tritiée),Quarterly value,Valeur trimestrielle,<,3.2,Bq/L
2009,Nuclear Power Demonstration,Des Joachims,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Tritium (HTO),Tritium (Eau tritiée),Quarterly value,Valeur trimestrielle,<,3.3,Bq/L
2009,Nuclear Power Demonstration,Deep River,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Tritium (HTO),Tritium (Eau tritiée),Quarterly value,Valeur trimestrielle,<,2.7,Bq/L
2009,Nuclear Power Demonstration,Deep River,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Tritium (HTO),Tritium (Eau tritiée),Quarterly value,Valeur trimestrielle,<,3,Bq/L
2009,Nuclear Power Demonstration,Deep River,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Tritium (HTO),Tritium (Eau tritiée),Quarterly value,Valeur trimestrielle,<,3.4,Bq/L
2009,Nuclear Power Demonstration,Deep River,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Tritium (HTO),Tritium (Eau tritiée),Quarterly value,Valeur trimestrielle,<,3.3,Bq/L
2009,Nuclear Power Demonstration,Des Joachims,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Cesium-137,Césium-137,Quarterly value,Valeur trimestrielle,,1.1,mBq/L
2009,Nuclear Power Demonstration,Des Joachims,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Cesium-137,Césium-137,Quarterly value,Valeur trimestrielle,,0.9,mBq/L
2009,Nuclear Power Demonstration,Des Joachims,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Cesium-137,Césium-137,Quarterly value,Valeur trimestrielle,,6.7,mBq/L
2009,Nuclear Power Demonstration,Des Joachims,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Cesium-137,Césium-137,Quarterly value,Valeur trimestrielle,,0.9,mBq/L
2009,Nuclear Power Demonstration,Deep River,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Cesium-137,Césium-137,Quarterly value,Valeur trimestrielle,,1.3,mBq/L
2009,Nuclear Power Demonstration,Deep River,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Cesium-137,Césium-137,Quarterly value,Valeur trimestrielle,,1,mBq/L
2009,Nuclear Power Demonstration,Deep River,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Cesium-137,Césium-137,Quarterly value,Valeur trimestrielle,,5.6,mBq/L
2009,Nuclear Power Demonstration,Deep River,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Cesium-137,Césium-137,Quarterly value,Valeur trimestrielle,<,0.7,mBq/L
2009,Nuclear Power Demonstration,Des Joachims,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Strontium-90,Strontium-90,Quarterly value,Valeur trimestrielle,,4.9,mBq/L
2009,Nuclear Power Demonstration,Des Joachims,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Strontium-90,Strontium-90,Quarterly value,Valeur trimestrielle,,8.2,mBq/L
2009,Nuclear Power Demonstration,Des Joachims,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Strontium-90,Strontium-90,Quarterly value,Valeur trimestrielle,,6.2,mBq/L
2009,Nuclear Power Demonstration,Des Joachims,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Strontium-90,Strontium-90,Quarterly value,Valeur trimestrielle,,8.1,mBq/L
2009,Nuclear Power Demonstration,Deep River,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Strontium-90,Strontium-90,Quarterly value,Valeur trimestrielle,,5.4,mBq/L
2009,Nuclear Power Demonstration,Deep River,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Strontium-90,Strontium-90,Quarterly value,Valeur trimestrielle,,7.7,mBq/L
2009,Nuclear Power Demonstration,Deep River,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Strontium-90,Strontium-90,Quarterly value,Valeur trimestrielle,,5.6,mBq/L
2009,Nuclear Power Demonstration,Deep River,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Strontium-90,Strontium-90,Quarterly value,Valeur trimestrielle,,5.7,mBq/L
2010,Nuclear Power Demonstration,Des Joachims,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Tritium (HTO),Tritium (Eau tritiée),Quarterly value,Valeur trimestrielle,<,3.3,Bq/L
2010,Nuclear Power Demonstration,Des Joachims,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Tritium (HTO),Tritium (Eau tritiée),Quarterly value,Valeur trimestrielle,<,3.4,Bq/L
2010,Nuclear Power Demonstration,Des Joachims,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Tritium (HTO),Tritium (Eau tritiée),Quarterly value,Valeur trimestrielle,<,3.5,Bq/L
2010,Nuclear Power Demonstration,Des Joachims,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Tritium (HTO),Tritium (Eau tritiée),Quarterly value,Valeur trimestrielle,<,3.5,Bq/L
2010,Nuclear Power Demonstration,Deep River,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Tritium (HTO),Tritium (Eau tritiée),Quarterly value,Valeur trimestrielle,<,3.4,Bq/L
2010,Nuclear Power Demonstration,Deep River,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Tritium (HTO),Tritium (Eau tritiée),Quarterly value,Valeur trimestrielle,<,3.4,Bq/L
2010,Nuclear Power Demonstration,Deep River,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Tritium (HTO),Tritium (Eau tritiée),Quarterly value,Valeur trimestrielle,<,3.5,Bq/L
2010,Nuclear Power Demonstration,Deep River,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Tritium (HTO),Tritium (Eau tritiée),Quarterly value,Valeur trimestrielle,<,3.3,Bq/L
2010,Nuclear Power Demonstration,Des Joachims,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Cesium-137,Césium-137,Quarterly value,Valeur trimestrielle,,1.8,mBq/L
2010,Nuclear Power Demonstration,Des Joachims,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Cesium-137,Césium-137,Quarterly value,Valeur trimestrielle,,2.1,mBq/L
2010,Nuclear Power Demonstration,Des Joachims,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Cesium-137,Césium-137,Quarterly value,Valeur trimestrielle,<,0.67,mBq/L
2010,Nuclear Power Demonstration,Des Joachims,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Cesium-137,Césium-137,Quarterly value,Valeur trimestrielle,,1.4,mBq/L
2010,Nuclear Power Demonstration,Deep River,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Cesium-137,Césium-137,Quarterly value,Valeur trimestrielle,<,0.45,mBq/L
2010,Nuclear Power Demonstration,Deep River,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Cesium-137,Césium-137,Quarterly value,Valeur trimestrielle,<,0.55,mBq/L
2010,Nuclear Power Demonstration,Deep River,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Cesium-137,Césium-137,Quarterly value,Valeur trimestrielle,<,1,mBq/L
2010,Nuclear Power Demonstration,Deep River,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Cesium-137,Césium-137,Quarterly value,Valeur trimestrielle,<,0.7,mBq/L
2010,Nuclear Power Demonstration,Des Joachims,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Strontium-90,Strontium-90,Quarterly value,Valeur trimestrielle,<,5.2,mBq/L
2010,Nuclear Power Demonstration,Des Joachims,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Strontium-90,Strontium-90,Quarterly value,Valeur trimestrielle,<,5.3,mBq/L
2010,Nuclear Power Demonstration,Des Joachims,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Strontium-90,Strontium-90,Quarterly value,Valeur trimestrielle,<,6.4,mBq/L
2010,Nuclear Power Demonstration,Des Joachims,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Strontium-90,Strontium-90,Quarterly value,Valeur trimestrielle,,5.2,mBq/L
2010,Nuclear Power Demonstration,Deep River,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Strontium-90,Strontium-90,Quarterly value,Valeur trimestrielle,,6.5,mBq/L
2010,Nuclear Power Demonstration,Deep River,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Strontium-90,Strontium-90,Quarterly value,Valeur trimestrielle,,3.8,mBq/L
2010,Nuclear Power Demonstration,Deep River,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Strontium-90,Strontium-90,Quarterly value,Valeur trimestrielle,,4.2,mBq/L
2010,Nuclear Power Demonstration,Deep River,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Strontium-90,Strontium-90,Quarterly value,Valeur trimestrielle,,8.4,mBq/L
2011,Nuclear Power Demonstration,Des Joachims,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Tritium (HTO),Tritium (Eau tritiée),Quarterly value,Valeur trimestrielle,<,3.4,Bq/L
2011,Nuclear Power Demonstration,Des Joachims,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Tritium (HTO),Tritium (Eau tritiée),Quarterly value,Valeur trimestrielle,<,3.5,Bq/L
2011,Nuclear Power Demonstration,Des Joachims,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Tritium (HTO),Tritium (Eau tritiée),Quarterly value,Valeur trimestrielle,<,3.4,Bq/L
2011,Nuclear Power Demonstration,Des Joachims,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Tritium (HTO),Tritium (Eau tritiée),Quarterly value,Valeur trimestrielle,<,3,Bq/L
2011,Nuclear Power Demonstration,Deep River,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Tritium (HTO),Tritium (Eau tritiée),Quarterly value,Valeur trimestrielle,<,3.3,Bq/L
2011,Nuclear Power Demonstration,Deep River,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Tritium (HTO),Tritium (Eau tritiée),Quarterly value,Valeur trimestrielle,<,3.5,Bq/L
2011,Nuclear Power Demonstration,Deep River,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Tritium (HTO),Tritium (Eau tritiée),Quarterly value,Valeur trimestrielle,<,3.5,Bq/L
2011,Nuclear Power Demonstration,Deep River,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Tritium (HTO),Tritium (Eau tritiée),Quarterly value,Valeur trimestrielle,<,3,Bq/L
2011,Nuclear Power Demonstration,Des Joachims,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Cesium-137,Césium-137,Quarterly value,Valeur trimestrielle,,1.1,mBq/L
2011,Nuclear Power Demonstration,Des Joachims,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Cesium-137,Césium-137,Quarterly value,Valeur trimestrielle,,1.3,mBq/L
2011,Nuclear Power Demonstration,Des Joachims,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Cesium-137,Césium-137,Quarterly value,Valeur trimestrielle,,0.9,mBq/L
2011,Nuclear Power Demonstration,Des Joachims,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Cesium-137,Césium-137,Quarterly value,Valeur trimestrielle,<,0.7,mBq/L
2011,Nuclear Power Demonstration,Deep River,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Cesium-137,Césium-137,Quarterly value,Valeur trimestrielle,,1,mBq/L
2011,Nuclear Power Demonstration,Deep River,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Cesium-137,Césium-137,Quarterly value,Valeur trimestrielle,<,0.8,mBq/L
