Year | Année,Facility Name | Nom de l'installation,Sample Station Name | Nom de la station d'échantillonnage,Latitude | Latitude,Longitude | Longitude,Sample Type (English) | Type d'échantillon (anglais),Sample Type (French) | Type d'échantillon (français),Substance Name (English) | Nom de substance (anglais),Substance Name (French) | Nom de substance (français),Statistical Quantity (English) | Quantité statistique (anglais),Statistical Quantity (French) | Quantité statistique (français),<,Result | Résultat,Units | Unités
2010,Chalk River Laboratories,NRU Reactor,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Argon-41,Argon-41,Weekly Average,Moyenne Hebdomadaire,,8.98E+13,Bq/wk | Bq/sem
2010,Chalk River Laboratories,NRU Reactor,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Iodine-125,Iode-125,Weekly Average,Moyenne Hebdomadaire,,4.02E+05,Bq/wk | Bq/sem
2010,Chalk River Laboratories,NRU Reactor,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Iodine-131,Iode-131,Weekly Average,Moyenne Hebdomadaire,,9.60E+05,Bq/wk | Bq/sem
2010,Chalk River Laboratories,NRU Reactor,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Particulate gross alpha,Particules alpha brutes,Weekly Average,Moyenne Hebdomadaire,,1.07E+03,Bq/wk | Bq/sem
2010,Chalk River Laboratories,NRU Reactor,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Particulate gross beta,Particules bêta brutes,Weekly Average,Moyenne Hebdomadaire,,6.64E+05,Bq/wk | Bq/sem
2010,Chalk River Laboratories,NRU Reactor,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Tritium (HTO),Tritium (Eau tritiée),Weekly Average,Moyenne Hebdomadaire,,1.58E+12,Bq/wk | Bq/sem
2010,Chalk River Laboratories,NRU Reactor,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Carbon-14,Carbone-14,Weekly Average,Moyenne Hebdomadaire,,3.14E+09,Bq/wk | Bq/sem
2011,Chalk River Laboratories,NRU Reactor,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Argon-41,Argon-41,Weekly Average,Moyenne Hebdomadaire,,2.09E+14,Bq/wk | Bq/sem
2011,Chalk River Laboratories,NRU Reactor,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Iodine-125,Iode-125,Weekly Average,Moyenne Hebdomadaire,,1.00E+06,Bq/wk | Bq/sem
2011,Chalk River Laboratories,NRU Reactor,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Iodine-131,Iode-131,Weekly Average,Moyenne Hebdomadaire,,3.10E+06,Bq/wk | Bq/sem
2011,Chalk River Laboratories,NRU Reactor,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Particulate gross alpha,Particules alpha brutes,Weekly Average,Moyenne Hebdomadaire,,7.42E+02,Bq/wk | Bq/sem
2011,Chalk River Laboratories,NRU Reactor,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Particulate gross beta,Particules bêta brutes,Weekly Average,Moyenne Hebdomadaire,,7.02E+05,Bq/wk | Bq/sem
2011,Chalk River Laboratories,NRU Reactor,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Tritium (HTO),Tritium (Eau tritiée),Weekly Average,Moyenne Hebdomadaire,,1.66E+12,Bq/wk | Bq/sem
2011,Chalk River Laboratories,NRU Reactor,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Carbon-14,Carbone-14,Weekly Average,Moyenne Hebdomadaire,,1.07E+10,Bq/wk | Bq/sem
2012,Chalk River Laboratories,NRU Reactor,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Argon-41,Argon-41,Weekly Average,Moyenne Hebdomadaire,,1.79E+14,Bq/wk | Bq/sem
2012,Chalk River Laboratories,NRU Reactor,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Iodine-125,Iode-125,Weekly Average,Moyenne Hebdomadaire,,1.25E+06,Bq/wk | Bq/sem
2012,Chalk River Laboratories,NRU Reactor,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Iodine-131,Iode-131,Weekly Average,Moyenne Hebdomadaire,,2.25E+06,Bq/wk | Bq/sem
2012,Chalk River Laboratories,NRU Reactor,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Particulate gross alpha,Particules alpha brutes,Weekly Average,Moyenne Hebdomadaire,,3.66E+02,Bq/wk | Bq/sem
2012,Chalk River Laboratories,NRU Reactor,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Particulate gross beta,Particules bêta brutes,Weekly Average,Moyenne Hebdomadaire,,8.06E+05,Bq/wk | Bq/sem
2012,Chalk River Laboratories,NRU Reactor,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Tritium (HTO),Tritium (Eau tritiée),Weekly Average,Moyenne Hebdomadaire,,3.52E+12,Bq/wk | Bq/sem
2012,Chalk River Laboratories,NRU Reactor,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Carbon-14,Carbone-14,Weekly Average,Moyenne Hebdomadaire,,1.22E+10,Bq/wk | Bq/sem
2013,Chalk River Laboratories,NRU Reactor,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Argon-41,Argon-41,Weekly Average,Moyenne Hebdomadaire,,1.62E+14,Bq/wk | Bq/sem
2013,Chalk River Laboratories,NRU Reactor,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Iodine-125,Iode-125,Weekly Average,Moyenne Hebdomadaire,,5.20E+06,Bq/wk | Bq/sem
2013,Chalk River Laboratories,NRU Reactor,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Iodine-131,Iode-131,Weekly Average,Moyenne Hebdomadaire,,2.81E+06,Bq/wk | Bq/sem
2013,Chalk River Laboratories,NRU Reactor,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Particulate gross alpha,Particules alpha brutes,Weekly Average,Moyenne Hebdomadaire,,4.19E+02,Bq/wk | Bq/sem
2013,Chalk River Laboratories,NRU Reactor,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Particulate gross beta,Particules bêta brutes,Weekly Average,Moyenne Hebdomadaire,,6.23E+05,Bq/wk | Bq/sem
2013,Chalk River Laboratories,NRU Reactor,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Tritium (HTO),Tritium (Eau tritiée),Weekly Average,Moyenne Hebdomadaire,,4.72E+12,Bq/wk | Bq/sem
2013,Chalk River Laboratories,NRU Reactor,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Carbon-14,Carbone-14,Weekly Average,Moyenne Hebdomadaire,,1.11E+10,Bq/wk | Bq/sem
2014,Chalk River Laboratories,NRU Reactor,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Argon-41,Argon-41,Weekly Average,Moyenne Hebdomadaire,,1.77E+14,Bq/wk | Bq/sem
2014,Chalk River Laboratories,NRU Reactor,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Iodine-125,Iode-125,Weekly Average,Moyenne Hebdomadaire,,3.02E+06,Bq/wk | Bq/sem
2014,Chalk River Laboratories,NRU Reactor,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Iodine-131,Iode-131,Weekly Average,Moyenne Hebdomadaire,,2.76E+06,Bq/wk | Bq/sem
2014,Chalk River Laboratories,NRU Reactor,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Particulate gross alpha,Particules alpha brutes,Weekly Average,Moyenne Hebdomadaire,,5.19E+02,Bq/wk | Bq/sem
2014,Chalk River Laboratories,NRU Reactor,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Particulate gross beta,Particules bêta brutes,Weekly Average,Moyenne Hebdomadaire,,7.74E+05,Bq/wk | Bq/sem
2014,Chalk River Laboratories,NRU Reactor,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Tritium (HTO),Tritium (Eau tritiée),Weekly Average,Moyenne Hebdomadaire,,5.02E+12,Bq/wk | Bq/sem
2014,Chalk River Laboratories,NRU Reactor,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Carbon-14,Carbone-14,Weekly Average,Moyenne Hebdomadaire,,1.35E+10,Bq/wk | Bq/sem
2015,Chalk River Laboratories,NRU Reactor,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Tritium (HTO),Tritium (Eau tritiée),Weekly Average,Moyenne Hebdomadaire,,2.48E+14,Bq/wk | Bq/sem
2015,Chalk River Laboratories,NRU Reactor,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Carbon-14,Carbone-14,Weekly Average,Moyenne Hebdomadaire,,6.55E+06,Bq/wk | Bq/sem
2015,Chalk River Laboratories,NRU Reactor,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Tritium (HTO),Tritium (Eau tritiée),Weekly Average,Moyenne Hebdomadaire,,1.97E+06,Bq/wk | Bq/sem
2015,Chalk River Laboratories,NRU Reactor,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Carbon-14,Carbone-14,Weekly Average,Moyenne Hebdomadaire,,5.34E+02,Bq/wk | Bq/sem
2015,Chalk River Laboratories,NRU Reactor,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Tritium (HTO),Tritium (Eau tritiée),Weekly Average,Moyenne Hebdomadaire,,1.04E+06,Bq/wk | Bq/sem
2015,Chalk River Laboratories,NRU Reactor,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Carbon-14,Carbone-14,Weekly Average,Moyenne Hebdomadaire,,5.38E+12,Bq/wk | Bq/sem
2015,Chalk River Laboratories,NRU Reactor,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Tritium (HTO),Tritium (Eau tritiée),Weekly Average,Moyenne Hebdomadaire,,7.26E+09,Bq/wk | Bq/sem
2010,Chalk River Laboratories,NFFF Building 429A and Building 429B,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Particulate gross alpha,Particules alpha brutes,Weekly Average,Moyenne Hebdomadaire,,9.53E+01,Bq/wk | Bq/sem
2010,Chalk River Laboratories,NFFF Building 429A and Building 429B,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Particulate gross beta,Particules bêta brutes,Weekly Average,Moyenne Hebdomadaire,,9.93E+02,Bq/wk | Bq/sem
2011,Chalk River Laboratories,NFFF Building 429A and Building 429B,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Particulate gross alpha,Particules alpha brutes,Weekly Average,Moyenne Hebdomadaire,,1.02E+02,Bq/wk | Bq/sem
2011,Chalk River Laboratories,NFFF Building 429A and Building 429B,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Particulate gross beta,Particules bêta brutes,Weekly Average,Moyenne Hebdomadaire,,1.58E+03,Bq/wk | Bq/sem
2012,Chalk River Laboratories,NFFF Building 429A and Building 429B,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Particulate gross alpha,Particules alpha brutes,Weekly Average,Moyenne Hebdomadaire,,1.62E+02,Bq/wk | Bq/sem
2012,Chalk River Laboratories,NFFF Building 429A and Building 429B,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Particulate gross beta,Particules bêta brutes,Weekly Average,Moyenne Hebdomadaire,,2.14E+03,Bq/wk | Bq/sem
2013,Chalk River Laboratories,NFFF Building 429A and Building 429B,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Particulate gross alpha,Particules alpha brutes,Weekly Average,Moyenne Hebdomadaire,,1.31E+02,Bq/wk | Bq/sem
2013,Chalk River Laboratories,NFFF Building 429A and Building 429B,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Particulate gross beta,Particules bêta brutes,Weekly Average,Moyenne Hebdomadaire,,1.98E+03,Bq/wk | Bq/sem
2014,Chalk River Laboratories,NFFF Building 429A and Building 429B,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Particulate gross alpha,Particules alpha brutes,Weekly Average,Moyenne Hebdomadaire,,1.29E+02,Bq/wk | Bq/sem
2014,Chalk River Laboratories,NFFF Building 429A and Building 429B,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Particulate gross beta,Particules bêta brutes,Weekly Average,Moyenne Hebdomadaire,,1.70E+03,Bq/wk | Bq/sem
2015,Chalk River Laboratories,NFFF Building 429A and Building 429B,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Particulate gross alpha,Particules alpha brutes,Weekly Average,Moyenne Hebdomadaire,,1.19E+02,Bq/wk | Bq/sem
2015,Chalk River Laboratories,NFFF Building 429A and Building 429B,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Particulate gross beta,Particules bêta brutes,Weekly Average,Moyenne Hebdomadaire,,1.73E+03,Bq/wk | Bq/sem
2010,Chalk River Laboratories,Recycle Fuel Fabrication Laboratories,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Particulate gross alpha,Particules alpha brutes,Weekly Average,Moyenne Hebdomadaire,,8.70E+01,Bq/wk | Bq/sem
2010,Chalk River Laboratories,Recycle Fuel Fabrication Laboratories,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Particulate gross beta,Particules bêta brutes,Weekly Average,Moyenne Hebdomadaire,,8.35E+02,Bq/wk | Bq/sem
2011,Chalk River Laboratories,Recycle Fuel Fabrication Laboratories,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Particulate gross alpha,Particules alpha brutes,Weekly Average,Moyenne Hebdomadaire,,7.90E+01,Bq/wk | Bq/sem
2011,Chalk River Laboratories,Recycle Fuel Fabrication Laboratories,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Particulate gross beta,Particules bêta brutes,Weekly Average,Moyenne Hebdomadaire,,1.29E+03,Bq/wk | Bq/sem
2012,Chalk River Laboratories,Recycle Fuel Fabrication Laboratories,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Particulate gross alpha,Particules alpha brutes,Weekly Average,Moyenne Hebdomadaire,,7.61E+01,Bq/wk | Bq/sem
2012,Chalk River Laboratories,Recycle Fuel Fabrication Laboratories,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Particulate gross beta,Particules bêta brutes,Weekly Average,Moyenne Hebdomadaire,,1.47E+03,Bq/wk | Bq/sem
2013,Chalk River Laboratories,Recycle Fuel Fabrication Laboratories,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Particulate gross alpha,Particules alpha brutes,Weekly Average,Moyenne Hebdomadaire,,8.52E+01,Bq/wk | Bq/sem
2013,Chalk River Laboratories,Recycle Fuel Fabrication Laboratories,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Particulate gross beta,Particules bêta brutes,Weekly Average,Moyenne Hebdomadaire,,1.42E+03,Bq/wk | Bq/sem
2014,Chalk River Laboratories,Recycle Fuel Fabrication Laboratories,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Particulate gross alpha,Particules alpha brutes,Weekly Average,Moyenne Hebdomadaire,,1.13E+02,Bq/wk | Bq/sem
2014,Chalk River Laboratories,Recycle Fuel Fabrication Laboratories,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Particulate gross beta,Particules bêta brutes,Weekly Average,Moyenne Hebdomadaire,,1.60E+03,Bq/wk | Bq/sem
2015,Chalk River Laboratories,Recycle Fuel Fabrication Laboratories,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Particulate gross alpha,Particules alpha brutes,Weekly Average,Moyenne Hebdomadaire,,1.12E+02,Bq/wk | Bq/sem
2015,Chalk River Laboratories,Recycle Fuel Fabrication Laboratories,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Particulate gross beta,Particules bêta brutes,Weekly Average,Moyenne Hebdomadaire,,1.63E+03,Bq/wk | Bq/sem
2010,Chalk River Laboratories,Heavy Water Upgrade Plant,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Tritium (HTO),Tritium (Eau tritiée),Weekly Average,Moyenne Hebdomadaire,,7.60E+09,Bq/wk | Bq/sem
2011,Chalk River Laboratories,Heavy Water Upgrade Plant,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Tritium (HTO),Tritium (Eau tritiée),Weekly Average,Moyenne Hebdomadaire,,1.07E+10,Bq/wk | Bq/sem
2012,Chalk River Laboratories,Heavy Water Upgrade Plant,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Tritium (HTO),Tritium (Eau tritiée),Weekly Average,Moyenne Hebdomadaire,,2.62E+10,Bq/wk | Bq/sem
2013,Chalk River Laboratories,Heavy Water Upgrade Plant,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Tritium (HTO),Tritium (Eau tritiée),Weekly Average,Moyenne Hebdomadaire,,2.68E+10,Bq/wk | Bq/sem
2014,Chalk River Laboratories,Heavy Water Upgrade Plant,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Tritium (HTO),Tritium (Eau tritiée),Weekly Average,Moyenne Hebdomadaire,,1.67E+10,Bq/wk | Bq/sem
2015,Chalk River Laboratories,Heavy Water Upgrade Plant,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Tritium (HTO),Tritium (Eau tritiée),Weekly Average,Moyenne Hebdomadaire,,N/A | P/D,Bq/wk | Bq/sem
2010,Chalk River Laboratories,Universal Cells,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Iodine-131,Iode-131,Weekly Average,Moyenne Hebdomadaire,,3.18E+04,Bq/wk | Bq/sem
2010,Chalk River Laboratories,Universal Cells,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Particulate gross alpha,Particules alpha brutes,Weekly Average,Moyenne Hebdomadaire,,1.57E+02,Bq/wk | Bq/sem
2010,Chalk River Laboratories,Universal Cells,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Particulate gross beta,Particules bêta brutes,Weekly Average,Moyenne Hebdomadaire,,2.55E+03,Bq/wk | Bq/sem
2011,Chalk River Laboratories,Universal Cells,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Iodine-131,Iode-131,Weekly Average,Moyenne Hebdomadaire,,5.23E+04,Bq/wk | Bq/sem
2011,Chalk River Laboratories,Universal Cells,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Particulate gross alpha,Particules alpha brutes,Weekly Average,Moyenne Hebdomadaire,,1.49E+02,Bq/wk | Bq/sem
2011,Chalk River Laboratories,Universal Cells,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Particulate gross beta,Particules bêta brutes,Weekly Average,Moyenne Hebdomadaire,,6.01E+03,Bq/wk | Bq/sem
2012,Chalk River Laboratories,Universal Cells,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Iodine-131,Iode-131,Weekly Average,Moyenne Hebdomadaire,,4.35E+04,Bq/wk | Bq/sem
2012,Chalk River Laboratories,Universal Cells,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Particulate gross alpha,Particules alpha brutes,Weekly Average,Moyenne Hebdomadaire,,1.39E+02,Bq/wk | Bq/sem
2012,Chalk River Laboratories,Universal Cells,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Particulate gross beta,Particules bêta brutes,Weekly Average,Moyenne Hebdomadaire,,3.08E+03,Bq/wk | Bq/sem
2013,Chalk River Laboratories,Universal Cells,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Iodine-131,Iode-131,Weekly Average,Moyenne Hebdomadaire,,8.53E+04,Bq/wk | Bq/sem
2013,Chalk River Laboratories,Universal Cells,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Particulate gross alpha,Particules alpha brutes,Weekly Average,Moyenne Hebdomadaire,,1.86E+02,Bq/wk | Bq/sem
2013,Chalk River Laboratories,Universal Cells,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Particulate gross beta,Particules bêta brutes,Weekly Average,Moyenne Hebdomadaire,,3.70E+03,Bq/wk | Bq/sem
2014,Chalk River Laboratories,Universal Cells,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Iodine-131,Iode-131,Weekly Average,Moyenne Hebdomadaire,,3.40E+04,Bq/wk | Bq/sem
2014,Chalk River Laboratories,Universal Cells,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Particulate gross alpha,Particules alpha brutes,Weekly Average,Moyenne Hebdomadaire,,2.00E+02,Bq/wk | Bq/sem
2014,Chalk River Laboratories,Universal Cells,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Particulate gross beta,Particules bêta brutes,Weekly Average,Moyenne Hebdomadaire,,3.04E+03,Bq/wk | Bq/sem
2015,Chalk River Laboratories,Universal Cells,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Iodine-131,Iode-131,Weekly Average,Moyenne Hebdomadaire,,2.93E+04,Bq/wk | Bq/sem
2015,Chalk River Laboratories,Universal Cells,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Particulate gross alpha,Particules alpha brutes,Weekly Average,Moyenne Hebdomadaire,,2.02E+02,Bq/wk | Bq/sem
2015,Chalk River Laboratories,Universal Cells,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Particulate gross beta,Particules bêta brutes,Weekly Average,Moyenne Hebdomadaire,,3.08E+03,Bq/wk | Bq/sem
2010,Chalk River Laboratories,Molybdenum-99 Production Facility,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Mixed Fission Product in Noble Gases,Produit de fission mixte dans les gaz nobles,Weekly Average,Moyenne Hebdomadaire,,1.39E+13,Bq/wk | Bq/sem
2010,Chalk River Laboratories,Molybdenum-99 Production Facility,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Iodine-131,Iode-131,Weekly Average,Moyenne Hebdomadaire,,1.10E+07,Bq/wk | Bq/sem
2010,Chalk River Laboratories,Molybdenum-99 Production Facility,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Particulate gross alpha,Particules alpha brutes,Weekly Average,Moyenne Hebdomadaire,,1.08E+03,Bq/wk | Bq/sem
2010,Chalk River Laboratories,Molybdenum-99 Production Facility,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Particulate gross beta,Particules bêta brutes,Weekly Average,Moyenne Hebdomadaire,,1.51E+04,Bq/wk | Bq/sem
2011,Chalk River Laboratories,Molybdenum-99 Production Facility,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Mixed Fission Product in Noble Gases,Produit de fission mixte dans les gaz nobles,Weekly Average,Moyenne Hebdomadaire,,1.80E+13,Bq/wk | Bq/sem
2011,Chalk River Laboratories,Molybdenum-99 Production Facility,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Iodine-131,Iode-131,Weekly Average,Moyenne Hebdomadaire,,1.62E+07,Bq/wk | Bq/sem
2011,Chalk River Laboratories,Molybdenum-99 Production Facility,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Particulate gross alpha,Particules alpha brutes,Weekly Average,Moyenne Hebdomadaire,,9.29E+02,Bq/wk | Bq/sem
2011,Chalk River Laboratories,Molybdenum-99 Production Facility,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Particulate gross beta,Particules bêta brutes,Weekly Average,Moyenne Hebdomadaire,,2.16E+05,Bq/wk | Bq/sem
2012,Chalk River Laboratories,Molybdenum-99 Production Facility,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Mixed Fission Product in Noble Gases,Produit de fission mixte dans les gaz nobles,Weekly Average,Moyenne Hebdomadaire,,1.70E+13,Bq/wk | Bq/sem
2012,Chalk River Laboratories,Molybdenum-99 Production Facility,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Iodine-131,Iode-131,Weekly Average,Moyenne Hebdomadaire,,2.53E+07,Bq/wk | Bq/sem
2012,Chalk River Laboratories,Molybdenum-99 Production Facility,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Particulate gross alpha,Particules alpha brutes,Weekly Average,Moyenne Hebdomadaire,,5.25E+02,Bq/wk | Bq/sem
2012,Chalk River Laboratories,Molybdenum-99 Production Facility,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Particulate gross beta,Particules bêta brutes,Weekly Average,Moyenne Hebdomadaire,,5.57E+04,Bq/wk | Bq/sem
2013,Chalk River Laboratories,Molybdenum-99 Production Facility,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Mixed Fission Product in Noble Gases,Produit de fission mixte dans les gaz nobles,Weekly Average,Moyenne Hebdomadaire,,2.54E+13,Bq/wk | Bq/sem
2013,Chalk River Laboratories,Molybdenum-99 Production Facility,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Iodine-131,Iode-131,Weekly Average,Moyenne Hebdomadaire,,3.64E+07,Bq/wk | Bq/sem
2013,Chalk River Laboratories,Molybdenum-99 Production Facility,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Particulate gross alpha,Particules alpha brutes,Weekly Average,Moyenne Hebdomadaire,,1.42E+03,Bq/wk | Bq/sem
2013,Chalk River Laboratories,Molybdenum-99 Production Facility,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Particulate gross beta,Particules bêta brutes,Weekly Average,Moyenne Hebdomadaire,,3.70E+04,Bq/wk | Bq/sem
2014,Chalk River Laboratories,Molybdenum-99 Production Facility,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Mixed Fission Product in Noble Gases,Produit de fission mixte dans les gaz nobles,Weekly Average,Moyenne Hebdomadaire,,3.99E+13,Bq/wk | Bq/sem
2014,Chalk River Laboratories,Molybdenum-99 Production Facility,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Iodine-131,Iode-131,Weekly Average,Moyenne Hebdomadaire,,1.12E+07,Bq/wk | Bq/sem
2014,Chalk River Laboratories,Molybdenum-99 Production Facility,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Particulate gross alpha,Particules alpha brutes,Weekly Average,Moyenne Hebdomadaire,,5.29E+03,Bq/wk | Bq/sem
2014,Chalk River Laboratories,Molybdenum-99 Production Facility,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Particulate gross beta,Particules bêta brutes,Weekly Average,Moyenne Hebdomadaire,,6.36E+04,Bq/wk | Bq/sem
2015,Chalk River Laboratories,Molybdenum-99 Production Facility,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Mixed Fission Product in Noble Gases,Produit de fission mixte dans les gaz nobles,Weekly Average,Moyenne Hebdomadaire,,2.30E+13,Bq/wk | Bq/sem
2015,Chalk River Laboratories,Molybdenum-99 Production Facility,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Iodine-131,Iode-131,Weekly Average,Moyenne Hebdomadaire,,1.20E+07,Bq/wk | Bq/sem
2015,Chalk River Laboratories,Molybdenum-99 Production Facility,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Particulate gross alpha,Particules alpha brutes,Weekly Average,Moyenne Hebdomadaire,,3.30E+03,Bq/wk | Bq/sem
2015,Chalk River Laboratories,Molybdenum-99 Production Facility,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Particulate gross beta,Particules bêta brutes,Weekly Average,Moyenne Hebdomadaire,,5.11E+05,Bq/wk | Bq/sem
2010,Chalk River Laboratories,Building 250 Tritium Laboratory,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Particulate gross alpha,Particules alpha brutes,Weekly Average,Moyenne Hebdomadaire,,1.32E+02,Bq/wk | Bq/sem
