Year | Année,Facility Name | Nom de l'installation,Sample Station Name | Nom de la station d'échantillonnage,Latitude | Latitude,Longitude | Longitude,Sample Type (English) | Type d'échantillon (anglais),Sample Type (French) | Type d'échantillon (français),Substance Name (English) | Nom de substance (anglais),Substance Name (French) | Nom de substance (français),Statistical Quantity (English) | Quantité statistique (anglais),Statistical Quantity (French) | Quantité statistique (français),<,Result | Résultat,Units | Unités
2021,Chalk River Laboratories,Stream 01,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Total Dissolved Solids,Matières dissoutes totales,Annual Average,Moyenne Annuelle,,1.85E+02,mg/L
2021,Chalk River Laboratories,Stream 01,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Aluminum,Aluminium,Annual Average,Moyenne Annuelle,,130,?g/L
2021,Chalk River Laboratories,Stream 01,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Boron,Bore,Annual Average,Moyenne Annuelle,,6.9,?g/L
2021,Chalk River Laboratories,Stream 01,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Cadmium,Cadmium,Annual Average,Moyenne Annuelle,<,0.07,?g/L
2021,Chalk River Laboratories,Stream 01,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Chromium,Chrome,Annual Average,Moyenne Annuelle,<,SRI | PPIR,?g/L
2021,Chalk River Laboratories,Stream 01,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Copper,Cuivre,Annual Average,Moyenne Annuelle,<,1,?g/L
2021,Chalk River Laboratories,Stream 01,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Lead,Plomb,Annual Average,Moyenne Annuelle,<,SRI | PPIR,?g/L
2021,Chalk River Laboratories,Stream 01,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Lithium,Lithium,Annual Average,Moyenne Annuelle,<,SRI | PPIR,?g/L
2021,Chalk River Laboratories,Stream 01,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Nickel,Nickel,Annual Average,Moyenne Annuelle,<,SRI | PPIR,?g/L
2021,Chalk River Laboratories,Stream 01,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Strontium,Strontium,Annual Average,Moyenne Annuelle,,73,?g/L
2021,Chalk River Laboratories,Stream 01,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Vanadium,Vanadium,Annual Average,Moyenne Annuelle,<,0.55,?g/L
2021,Chalk River Laboratories,Stream 01,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Zinc,Zinc,Annual Average,Moyenne Annuelle,,3.55,?g/L
2021,Chalk River Laboratories,Stream 01,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Iron,Fer,Annual Average,Moyenne Annuelle,,340,?g/L
2021,Chalk River Laboratories,Stream 01,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Uranium,Uranium,Annual Average,Moyenne Annuelle,,0.15,?g/L
2021,Chalk River Laboratories,Stream 01,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Antimony,Antimoine,Annual Average,Moyenne Annuelle,<,0.04,?g/L
2021,Chalk River Laboratories,Stream 01,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Arsenic,Arsenic,Annual Average,Moyenne Annuelle,,0.44,?g/L
2021,Chalk River Laboratories,Stream 01,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Selenium,Selenium,Annual Average,Moyenne Annuelle,<,SRI | PPIR,?g/L
2021,Chalk River Laboratories,Stream 01,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Mercury,Mercure,Annual Average,Moyenne Annuelle,,0.005,?g/L
2021,Chalk River Laboratories,Stream 01,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Phenolics,Phénoliques,Annual Average,Moyenne Annuelle,<,2.1,?g/L
2021,Chalk River Laboratories,Stream 01,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Chloroform,Chloroforme,Annual Average,Moyenne Annuelle,,N/A | P/D,?g/L
2021,Chalk River Laboratories,Stream 01,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Solvent Extractables,Extractibles au solvant,Annual Average,Moyenne Annuelle,,3.00E+00,mg/L
2021,Chalk River Laboratories,Stream 01,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Barium,Baryum,Annual Average,Moyenne Annuelle,,21.25,?g/L
2021,Chalk River Laboratories,Stream 01,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Sulphate,Sulfate,Annual Average,Moyenne Annuelle,,7.03E+00,mg/L
2021,Chalk River Laboratories,Stream 01,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Chloride,Chloride,Annual Average,Moyenne Annuelle,,7.71E+01,mg/L
2021,Chalk River Laboratories,Stream 01,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Flow Rate,Débit,Annual Average,Moyenne Annuelle,,4128,m3/day | m3/jour
2021,Chalk River Laboratories,Stream 01,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Temperature,Température,Annual Average,Moyenne Annuelle,,N/A | P/D,°C
2021,Chalk River Laboratories,Stream 01,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Total Alkalinity,Alcalinité totale,Annual Average,Moyenne Annuelle,,2.35E+01,mg/L
2021,Chalk River Laboratories,Stream 01,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Dissolved Oxygen,Oxygène dissous,Annual Average,Moyenne Annuelle,,1.02E+01,mg/L
2021,Chalk River Laboratories,Stream 01,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Total Hardness,Dureté totale ,Annual Average,Moyenne Annuelle,,4.75E+01,mg/L
2021,Chalk River Laboratories,Stream 02,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Chemical Oxygen Demand,Demande chimique en oxygène,Annual Average,Moyenne Annuelle,,1.75E+01,mg/L
2021,Chalk River Laboratories,Stream 02,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Biological Oxygen Demand,Demande biologique en oxygène,Annual Average,Moyenne Annuelle,,N/A | P/D,mg/L
2021,Chalk River Laboratories,Stream 02,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,pH,pH,Annual Average,Moyenne Annuelle,,7.68,pH
2021,Chalk River Laboratories,Stream 02,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Total Kjeldahl Nitrogen,Azote Kjeldahl total,Annual Average,Moyenne Annuelle,,2.30E-01,mg/L
2021,Chalk River Laboratories,Stream 02,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Nitrates,Nitrates,Annual Average,Moyenne Annuelle,,1.20E-01,mg/L
2021,Chalk River Laboratories,Stream 02,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Dissolved Organic Carbon,Carbone organique dissous,Annual Average,Moyenne Annuelle,,5.69E+00,mg/L
2021,Chalk River Laboratories,Stream 02,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Total Organic Carbon,Carbone organique total,Annual Average,Moyenne Annuelle,,5.95E+00,mg/L
2021,Chalk River Laboratories,Stream 02,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Phosphorus,Phosphore,Annual Average,Moyenne Annuelle,,7.00E-02,mg/L
2021,Chalk River Laboratories,Stream 02,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Conductivity,Conductivité,Annual Average,Moyenne Annuelle,,329,?S/cm
2021,Chalk River Laboratories,Stream 02,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Total Suspended Solids,Total des solide en suspension,Annual Average,Moyenne Annuelle,,2.70E+00,mg/L
2021,Chalk River Laboratories,Stream 02,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Total Dissolved Solids,Matières dissoutes totales,Annual Average,Moyenne Annuelle,,1.95E+02,mg/L
2021,Chalk River Laboratories,Stream 02,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Aluminum,Aluminium,Annual Average,Moyenne Annuelle,,37.5,?g/L
2021,Chalk River Laboratories,Stream 02,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Boron,Bore,Annual Average,Moyenne Annuelle,,65,?g/L
2021,Chalk River Laboratories,Stream 02,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Cadmium,Cadmium,Annual Average,Moyenne Annuelle,<,SRI | PPIR,?g/L
2021,Chalk River Laboratories,Stream 02,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Chromium,Chrome,Annual Average,Moyenne Annuelle,<,SRI | PPIR,?g/L
2021,Chalk River Laboratories,Stream 02,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Copper,Cuivre,Annual Average,Moyenne Annuelle,<,SRI | PPIR,?g/L
2021,Chalk River Laboratories,Stream 02,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Lead,Plomb,Annual Average,Moyenne Annuelle,<,SRI | PPIR,?g/L
2021,Chalk River Laboratories,Stream 02,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Lithium,Lithium,Annual Average,Moyenne Annuelle,<,SRI | PPIR,?g/L
2021,Chalk River Laboratories,Stream 02,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Nickel,Nickel,Annual Average,Moyenne Annuelle,<,SRI | PPIR,?g/L
2021,Chalk River Laboratories,Stream 02,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Strontium,Strontium,Annual Average,Moyenne Annuelle,,110,?g/L
2021,Chalk River Laboratories,Stream 02,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Vanadium,Vanadium,Annual Average,Moyenne Annuelle,<,0.7,?g/L
2021,Chalk River Laboratories,Stream 02,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Zinc,Zinc,Annual Average,Moyenne Annuelle,<,1.5,?g/L
2021,Chalk River Laboratories,Stream 02,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Iron,Fer,Annual Average,Moyenne Annuelle,,175,?g/L
2021,Chalk River Laboratories,Stream 02,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Uranium,Uranium,Annual Average,Moyenne Annuelle,,1.025,?g/L
2021,Chalk River Laboratories,Stream 02,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Antimony,Antimoine,Annual Average,Moyenne Annuelle,<,SRI | PPIR,?g/L
2021,Chalk River Laboratories,Stream 02,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Arsenic,Arsenic,Annual Average,Moyenne Annuelle,,0.11,?g/L
2021,Chalk River Laboratories,Stream 02,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Selenium,Selenium,Annual Average,Moyenne Annuelle,<,SRI | PPIR,?g/L
2021,Chalk River Laboratories,Stream 02,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Mercury,Mercure,Annual Average,Moyenne Annuelle,<,0.001,?g/L
2021,Chalk River Laboratories,Stream 02,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Phenolics,Phénoliques,Annual Average,Moyenne Annuelle,,7.55,?g/L
2021,Chalk River Laboratories,Stream 02,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Chloroform,Chloroforme,Annual Average,Moyenne Annuelle,,N/A | P/D,?g/L
2021,Chalk River Laboratories,Stream 02,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Solvent Extractables,Extractibles au solvant,Annual Average,Moyenne Annuelle,,1.20E+00,mg/L
2021,Chalk River Laboratories,Stream 02,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Barium,Baryum,Annual Average,Moyenne Annuelle,,25.55,?g/L
2021,Chalk River Laboratories,Stream 02,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Sulphate,Sulfate,Annual Average,Moyenne Annuelle,,1.82E+01,mg/L
2021,Chalk River Laboratories,Stream 02,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Flow Rate,Débit,Annual Average,Moyenne Annuelle,,27.3,m3/day | m3/jour
2021,Chalk River Laboratories,Stream 02,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Temperature,Température,Annual Average,Moyenne Annuelle,,N/A | P/D,°C
2021,Chalk River Laboratories,Stream 02,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Total Alkalinity,Alcalinité totale,Annual Average,Moyenne Annuelle,,1.10E+02,mg/L
2021,Chalk River Laboratories,Stream 02,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Dissolved Oxygen,Oxygène dissous,Annual Average,Moyenne Annuelle,,9.87E+00,mg/L
2021,Chalk River Laboratories,Stream 02,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Total Hardness,Dureté totale ,Annual Average,Moyenne Annuelle,,1.20E+02,mg/L
2021,Chalk River Laboratories,WMA B at Hydro Line,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Tritium (HTO),Tritium (Eau tritiée),Annual Average,Moyenne Annuelle,,1.12E+03,Bq/L
2021,Chalk River Laboratories,WMA B at Hydro Line,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Particulate gross alpha,Particules alpha brutes,Annual Average,Moyenne Annuelle,,2.30E-02,Bq/L
2021,Chalk River Laboratories,WMA B at Hydro Line,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Particulate gross beta,Particules bêta brutes,Annual Average,Moyenne Annuelle,,5.90E+01,Bq/L
2021,Chalk River Laboratories,East Swamp at Weir,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Flow Rate,Débit,Annual Average,Moyenne Annuelle,,276,m3/day | m3/jour
2021,Chalk River Laboratories,East Swamp at Weir,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Tritium (HTO),Tritium (Eau tritiée),Annual Average,Moyenne Annuelle,,4.11E+02,Bq/L
2021,Chalk River Laboratories,East Swamp at Weir,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Particulate gross alpha,Particules alpha brutes,Annual Average,Moyenne Annuelle,,4.20E-02,Bq/L
2021,Chalk River Laboratories,East Swamp at Weir,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Particulate gross beta,Particules bêta brutes,Annual Average,Moyenne Annuelle,,9.50E+01,Bq/L
2021,Chalk River Laboratories,East Swamp at Weir,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Total Strontium,Strontium total,Annual Average,Moyenne Annuelle,,5.90E+01,Bq/L
2021,Chalk River Laboratories,East Swamp at Weir,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Cobalt-60,Cobalt-60,Annual Average,Moyenne Annuelle,,4.00E-02,Bq/L
2021,Chalk River Laboratories,East Swamp at Weir,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Cesium-137,Césium-137,Annual Average,Moyenne Annuelle,,4.00E-02,Bq/L
2021,Chalk River Laboratories,Frog Pond Seepage,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Particulate gross alpha,Particules alpha brutes,Annual Average,Moyenne Annuelle,,1.40E-01,Bq/L
2021,Chalk River Laboratories,Frog Pond Seepage,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Particulate gross beta,Particules bêta brutes,Annual Average,Moyenne Annuelle,,1.80E+01,Bq/L
2021,Chalk River Laboratories,Main Stream above Plant Road,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Tritium (HTO),Tritium (Eau tritiée),Annual Average,Moyenne Annuelle,,9.90E+01,Bq/L
2021,Chalk River Laboratories,Main Stream above Plant Road,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Particulate gross beta,Particules bêta brutes,Annual Average,Moyenne Annuelle,,1.30E-01,Bq/L
2021,Chalk River Laboratories,Main Stream at Weir,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Flow Rate,Débit,Annual Average,Moyenne Annuelle,,2530,m3/day | m3/jour
2021,Chalk River Laboratories,Main Stream at Weir,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Tritium (HTO),Tritium (Eau tritiée),Annual Average,Moyenne Annuelle,,3.35E+03,Bq/L
2021,Chalk River Laboratories,Main Stream at Weir,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Particulate gross alpha,Particules alpha brutes,Annual Average,Moyenne Annuelle,,4.00E-02,Bq/L
2021,Chalk River Laboratories,Main Stream at Weir,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Particulate gross beta,Particules bêta brutes,Annual Average,Moyenne Annuelle,,1.29E+00,Bq/L
2021,Chalk River Laboratories,Main Stream at Weir,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Cobalt-60,Cobalt-60,Annual Average,Moyenne Annuelle,<,2.80E-02,Bq/L
2021,Chalk River Laboratories,Main Stream at Weir,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Cesium-137,Césium-137,Annual Average,Moyenne Annuelle,<,2.30E-02,Bq/L
2021,Chalk River Laboratories,Perch Creek at Weir,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Flow Rate,Débit,Annual Average,Moyenne Annuelle,,6389,m3/day | m3/jour
2021,Chalk River Laboratories,Perch Creek at Weir,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Tritium (HTO),Tritium (Eau tritiée),Annual Average,Moyenne Annuelle,,2.87E+03,Bq/L
2021,Chalk River Laboratories,Perch Creek at Weir,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Particulate gross alpha,Particules alpha brutes,Annual Average,Moyenne Annuelle,,2.00E-02,Bq/L
2021,Chalk River Laboratories,Perch Creek at Weir,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Particulate gross beta,Particules bêta brutes,Annual Average,Moyenne Annuelle,,6.00E+00,Bq/L
2021,Chalk River Laboratories,Perch Creek at Weir,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Total Strontium,Strontium total,Annual Average,Moyenne Annuelle,,3.70E+00,Bq/L
2021,Chalk River Laboratories,Perch Creek at Weir,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Cobalt-60,Cobalt-60,Annual Average,Moyenne Annuelle,<,2.90E-02,Bq/L
2021,Chalk River Laboratories,Perch Creek at Weir,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Cesium-137,Césium-137,Annual Average,Moyenne Annuelle,<,2.60E-02,Bq/L
2021,Chalk River Laboratories,Perch Lake Inlet # 1 at Weir,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Flow Rate,Débit,Annual Average,Moyenne Annuelle,,793,m3/day | m3/jour
2021,Chalk River Laboratories,Perch Lake Inlet # 1 at Weir,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Tritium (HTO),Tritium (Eau tritiée),Annual Average,Moyenne Annuelle,,1.90E+03,Bq/L
2021,Chalk River Laboratories,Perch Lake Inlet # 1 at Weir,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Particulate gross alpha,Particules alpha brutes,Annual Average,Moyenne Annuelle,,2.00E-02,Bq/L
2021,Chalk River Laboratories,Perch Lake Inlet # 1 at Weir,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Particulate gross beta,Particules bêta brutes,Annual Average,Moyenne Annuelle,,4.00E+01,Bq/L
2021,Chalk River Laboratories,Perch Lake Inlet # 1 at Weir,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Cobalt-60,Cobalt-60,Annual Average,Moyenne Annuelle,,N/A | P/D,Bq/L
2021,Chalk River Laboratories,Perch Lake Inlet # 1 at Weir,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Cesium-137,Césium-137,Annual Average,Moyenne Annuelle,,N/A | P/D,Bq/L
2021,Chalk River Laboratories,Perch Lake Inlet # 2 at Weir,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Flow Rate,Débit,Annual Average,Moyenne Annuelle,,2469,m3/day | m3/jour
2021,Chalk River Laboratories,Perch Lake Inlet # 2 at Weir,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Tritium (HTO),Tritium (Eau tritiée),Annual Average,Moyenne Annuelle,,2.40E+03,Bq/L
2021,Chalk River Laboratories,Perch Lake Inlet # 2 at Weir,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Particulate gross alpha,Particules alpha brutes,Annual Average,Moyenne Annuelle,,3.00E-02,Bq/L
2021,Chalk River Laboratories,Perch Lake Inlet # 2 at Weir,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Particulate gross beta,Particules bêta brutes,Annual Average,Moyenne Annuelle,,8.00E+00,Bq/L
2021,Chalk River Laboratories,Perch Lake Inlet # 2 at Weir,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Cobalt-60,Cobalt-60,Annual Average,Moyenne Annuelle,<,1.40E-02,Bq/L
2021,Chalk River Laboratories,Perch Lake Inlet # 2 at Weir,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Cesium-137,Césium-137,Annual Average,Moyenne Annuelle,<,1.30E-02,Bq/L
2021,Chalk River Laboratories,Perch Lake Inlet # 4 at Weir,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Tritium (HTO),Tritium (Eau tritiée),Annual Average,Moyenne Annuelle,<,1.10E+01,Bq/L
2021,Chalk River Laboratories,Perch Lake Inlet # 4 at Weir,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Particulate gross alpha,Particules alpha brutes,Annual Average,Moyenne Annuelle,,1.00E-02,Bq/L
2021,Chalk River Laboratories,Perch Lake Inlet # 4 at Weir,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Particulate gross beta,Particules bêta brutes,Annual Average,Moyenne Annuelle,<,5.00E-02,Bq/L
2021,Chalk River Laboratories,Perch Lake Outlet,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Tritium (HTO),Tritium (Eau tritiée),Annual Average,Moyenne Annuelle,,1.88E+03,Bq/L
2021,Chalk River Laboratories,Perch Lake Outlet,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Particulate gross beta,Particules bêta brutes,Annual Average,Moyenne Annuelle,,8.00E+00,Bq/L
2021,Chalk River Laboratories,Spring B at Disposal B,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Tritium (HTO),Tritium (Eau tritiée),Annual Average,Moyenne Annuelle,,2.55E+03,Bq/L
2021,Chalk River Laboratories,Spring B at Disposal B,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Particulate gross alpha,Particules alpha brutes,Annual Average,Moyenne Annuelle,,7.00E-02,Bq/L
2021,Chalk River Laboratories,Spring B at Disposal B,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Particulate gross beta,Particules bêta brutes,Annual Average,Moyenne Annuelle,,1.12E+03,Bq/L
2021,Chalk River Laboratories,Spring B at Disposal B,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Cobalt-60,Cobalt-60,Annual Average,Moyenne Annuelle,,N/A | P/D,Bq/L
2021,Chalk River Laboratories,Spring B at Disposal B,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Cesium-137,Césium-137,Annual Average,Moyenne Annuelle,,N/A | P/D,Bq/L
2021,Chalk River Laboratories,South Swamp at Weir,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Flow Rate,Débit,Annual Average,Moyenne Annuelle,,N/A | P/D,m3/day | m3/jour
2021,Chalk River Laboratories,South Swamp at Weir,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Tritium (HTO),Tritium (Eau tritiée),Annual Average,Moyenne Annuelle,,1.97E+02,Bq/L
2021,Chalk River Laboratories,South Swamp at Weir,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Particulate gross alpha,Particules alpha brutes,Annual Average,Moyenne Annuelle,,4.00E-02,Bq/L
2021,Chalk River Laboratories,South Swamp at Weir,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Particulate gross beta,Particules bêta brutes,Annual Average,Moyenne Annuelle,,2.89E+02,Bq/L
2021,Chalk River Laboratories,South Swamp at Weir,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Total Strontium,Strontium total,Annual Average,Moyenne Annuelle,,2.68E+02,Bq/L
2021,Chalk River Laboratories,South Swamp at Weir,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Cobalt-60,Cobalt-60,Annual Average,Moyenne Annuelle,,N/A | P/D,Bq/L
2021,Chalk River Laboratories,South Swamp at Weir,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Cesium-137,Césium-137,Annual Average,Moyenne Annuelle,,N/A | P/D,Bq/L
2022,Chalk River Laboratories,Stream 01,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Tritium (HTO),Tritium (Eau tritiée),Annual Average,Moyenne Annuelle,,6.80E+01,Bq/L
2022,Chalk River Laboratories,Stream 01,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Particulate gross alpha,Particules alpha brutes,Annual Average,Moyenne Annuelle,,1.80E-02,Bq/L
2022,Chalk River Laboratories,Stream 01,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Particulate gross beta,Particules bêta brutes,Annual Average,Moyenne Annuelle,,1.90E-02,Bq/L
2022,Chalk River Laboratories,Stream 02,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Tritium (HTO),Tritium (Eau tritiée),Annual Average,Moyenne Annuelle,,6.90E+02,Bq/L
2022,Chalk River Laboratories,Stream 02,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Particulate gross alpha,Particules alpha brutes,Annual Average,Moyenne Annuelle,,2.10E-02,Bq/L
2022,Chalk River Laboratories,Stream 02,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Particulate gross beta,Particules bêta brutes,Annual Average,Moyenne Annuelle,,7.20E-01,Bq/L
2022,Chalk River Laboratories,Stream 01,46.0554,-77.3628,Surface Water Quality - General,Qualité des eaux de surface - générale,Chemical Oxygen Demand,Demande chimique en oxygène,Annual Average,Moyenne Annuelle,,2.60E+01,mg/L
