"year","facility_name","sample_station_name","latitude","longitude","sample_type_en","sample_type_fr","substance_name_en","substance_name_fr","statistical_quantity_en","statistical_quantity_fr","energy_below_1_mev","result","units","sample_category"
2016,"Chalk River Laboratories","FMC Building 375",46.0554,-77.3628,"Atmospheric Releases","Rejets atmosphériques","Iodine-131","Iode-131","Weekly Average","Moyenne Hebdomadaire","",46700,"Bq/wk | Bq/sem","Abiotic"
2016,"Chalk River Laboratories","FMC Building 375",46.0554,-77.3628,"Atmospheric Releases","Rejets atmosphériques","Particulate gross alpha","Particules alpha brutes","Weekly Average","Moyenne Hebdomadaire","",474,"Bq/wk | Bq/sem","Abiotic"
2016,"Chalk River Laboratories","FMC Building 375",46.0554,-77.3628,"Atmospheric Releases","Rejets atmosphériques","Particulate gross beta","Particules bêta brutes","Weekly Average","Moyenne Hebdomadaire","",7130,"Bq/wk | Bq/sem","Abiotic"
2016,"Chalk River Laboratories","NFFF Building 405",46.0554,-77.3628,"Atmospheric Releases","Rejets atmosphériques","Particulate gross alpha","Particules alpha brutes","Weekly Average","Moyenne Hebdomadaire","",398,"Bq/wk | Bq/sem","Abiotic"
2016,"Chalk River Laboratories","CECEUD Building 215",46.0554,-77.3628,"Atmospheric Releases","Rejets atmosphériques","Tritium (HTO)","Tritium (Eau tritiée)","Weekly Average","Moyenne Hebdomadaire","",1.15e+08,"Bq/wk | Bq/sem","Abiotic"
2016,"Chalk River Laboratories","Operating Facilities and Storage-With-Surveillance State",46.0554,-77.3628,"Atmospheric Releases","Rejets atmosphériques","Particulate gross alpha","Particules alpha brutes","Weekly Average","Moyenne Hebdomadaire","",288,"Bq/wk | Bq/sem","Abiotic"
2016,"Chalk River Laboratories","Operating Facilities and Storage-With-Surveillance State",46.0554,-77.3628,"Atmospheric Releases","Rejets atmosphériques","Particulate gross beta","Particules bêta brutes","Weekly Average","Moyenne Hebdomadaire","",33000,"Bq/wk | Bq/sem","Abiotic"
2016,"Chalk River Laboratories","Operating Facilities and Storage-With-Surveillance State",46.0554,-77.3628,"Atmospheric Releases","Rejets atmosphériques","Tritium (HTO)","Tritium (Eau tritiée)","Weekly Average","Moyenne Hebdomadaire","",32100,"Bq/wk | Bq/sem","Abiotic"
2016,"Chalk River Laboratories","Waste Management Areas",46.0554,-77.3628,"Atmospheric Releases","Rejets atmosphériques","Xenon-133","Xénon-133","Weekly Average","Moyenne Hebdomadaire","",6e+13,"Bq/wk | Bq/sem","Abiotic"
2016,"Chalk River Laboratories","Waste Management Areas",46.0554,-77.3628,"Atmospheric Releases","Rejets atmosphériques","Iodine-125","Iode-125","Weekly Average","Moyenne Hebdomadaire","",20700,"Bq/wk | Bq/sem","Abiotic"
2016,"Chalk River Laboratories","Waste Management Areas",46.0554,-77.3628,"Atmospheric Releases","Rejets atmosphériques","Iodine-131","Iode-131","Weekly Average","Moyenne Hebdomadaire","",9.4e+08,"Bq/wk | Bq/sem","Abiotic"
2016,"Chalk River Laboratories","Waste Management Areas",46.0554,-77.3628,"Atmospheric Releases","Rejets atmosphériques","Particulate gross alpha","Particules alpha brutes","Weekly Average","Moyenne Hebdomadaire","",410,"Bq/wk | Bq/sem","Abiotic"
2016,"Chalk River Laboratories","Waste Management Areas",46.0554,-77.3628,"Atmospheric Releases","Rejets atmosphériques","Particulate gross beta","Particules bêta brutes","Weekly Average","Moyenne Hebdomadaire","",15900,"Bq/wk | Bq/sem","Abiotic"
2016,"Chalk River Laboratories","Waste Management Areas",46.0554,-77.3628,"Atmospheric Releases","Rejets atmosphériques","Tritium (HTO)","Tritium (Eau tritiée)","Weekly Average","Moyenne Hebdomadaire","",1.34e+11,"Bq/wk | Bq/sem","Abiotic"
2016,"Chalk River Laboratories","Other",46.0554,-77.3628,"Atmospheric Releases","Rejets atmosphériques","Iodine-125","Iode-125","Weekly Average","Moyenne Hebdomadaire","",18900,"Bq/wk | Bq/sem","Abiotic"
2016,"Chalk River Laboratories","Other",46.0554,-77.3628,"Atmospheric Releases","Rejets atmosphériques","Iodine-131","Iode-131","Weekly Average","Moyenne Hebdomadaire","",1500000,"Bq/wk | Bq/sem","Abiotic"
2016,"Chalk River Laboratories","Other",46.0554,-77.3628,"Atmospheric Releases","Rejets atmosphériques","Particulate gross alpha","Particules alpha brutes","Weekly Average","Moyenne Hebdomadaire","",797,"Bq/wk | Bq/sem","Abiotic"
2016,"Chalk River Laboratories","Other",46.0554,-77.3628,"Atmospheric Releases","Rejets atmosphériques","Particulate gross beta","Particules bêta brutes","Weekly Average","Moyenne Hebdomadaire","",14300,"Bq/wk | Bq/sem","Abiotic"
2016,"Chalk River Laboratories","Other",46.0554,-77.3628,"Atmospheric Releases","Rejets atmosphériques","Tritium (HTO)","Tritium (Eau tritiée)","Weekly Average","Moyenne Hebdomadaire","",5.16e+09,"Bq/wk | Bq/sem","Abiotic"
2017,"Chalk River Laboratories","NRU Reactor",46.0554,-77.3628,"Atmospheric Releases","Rejets atmosphériques","Argon-41","Argon-41","Weekly Average","Moyenne Hebdomadaire","",2.23e+14,"Bq/wk | Bq/sem","Abiotic"
2017,"Chalk River Laboratories","NRU Reactor",46.0554,-77.3628,"Atmospheric Releases","Rejets atmosphériques","Iodine-125","Iode-125","Weekly Average","Moyenne Hebdomadaire","",10100000,"Bq/wk | Bq/sem","Abiotic"
2017,"Chalk River Laboratories","NRU Reactor",46.0554,-77.3628,"Atmospheric Releases","Rejets atmosphériques","Iodine-131","Iode-131","Weekly Average","Moyenne Hebdomadaire","",6850000,"Bq/wk | Bq/sem","Abiotic"
2017,"Chalk River Laboratories","NRU Reactor",46.0554,-77.3628,"Atmospheric Releases","Rejets atmosphériques","Particulate gross alpha","Particules alpha brutes","Weekly Average","Moyenne Hebdomadaire","",540,"Bq/wk | Bq/sem","Abiotic"
2017,"Chalk River Laboratories","NRU Reactor",46.0554,-77.3628,"Atmospheric Releases","Rejets atmosphériques","Particulate gross beta","Particules bêta brutes","Weekly Average","Moyenne Hebdomadaire","",1270000,"Bq/wk | Bq/sem","Abiotic"
2017,"Chalk River Laboratories","NRU Reactor",46.0554,-77.3628,"Atmospheric Releases","Rejets atmosphériques","Tritium (HTO)","Tritium (Eau tritiée)","Weekly Average","Moyenne Hebdomadaire","",8.82e+12,"Bq/wk | Bq/sem","Abiotic"
2017,"Chalk River Laboratories","NRU Reactor",46.0554,-77.3628,"Atmospheric Releases","Rejets atmosphériques","Carbon-14","Carbone-14","Weekly Average","Moyenne Hebdomadaire","",9.44e+09,"Bq/wk | Bq/sem","Abiotic"
2017,"Chalk River Laboratories","NFFF Building 429A and Building 429B",46.0554,-77.3628,"Atmospheric Releases","Rejets atmosphériques","Particulate gross alpha","Particules alpha brutes","Weekly Average","Moyenne Hebdomadaire","",126,"Bq/wk | Bq/sem","Abiotic"
2017,"Chalk River Laboratories","Recycle Fuel Fabrication Laboratories",46.0554,-77.3628,"Atmospheric Releases","Rejets atmosphériques","Particulate gross alpha","Particules alpha brutes","Weekly Average","Moyenne Hebdomadaire","",116,"Bq/wk | Bq/sem","Abiotic"
2017,"Chalk River Laboratories","Universal Cells",46.0554,-77.3628,"Atmospheric Releases","Rejets atmosphériques","Iodine-131","Iode-131","Weekly Average","Moyenne Hebdomadaire","",25000,"Bq/wk | Bq/sem","Abiotic"
2017,"Chalk River Laboratories","Universal Cells",46.0554,-77.3628,"Atmospheric Releases","Rejets atmosphériques","Particulate gross alpha","Particules alpha brutes","Weekly Average","Moyenne Hebdomadaire","",202,"Bq/wk | Bq/sem","Abiotic"
2017,"Chalk River Laboratories","Universal Cells",46.0554,-77.3628,"Atmospheric Releases","Rejets atmosphériques","Particulate gross beta","Particules bêta brutes","Weekly Average","Moyenne Hebdomadaire","",2930,"Bq/wk | Bq/sem","Abiotic"
2017,"Chalk River Laboratories","Molybdenum-99 Production Facility",46.0554,-77.3628,"Atmospheric Releases","Rejets atmosphériques","Mixed Fission Product in Noble Gases","Produit de fission mixte dans les gaz nobles","Weekly Average","Moyenne Hebdomadaire","",1.25e+11,"Bq/wk | Bq/sem","Abiotic"
2017,"Chalk River Laboratories","Molybdenum-99 Production Facility",46.0554,-77.3628,"Atmospheric Releases","Rejets atmosphériques","Iodine-131","Iode-131","Weekly Average","Moyenne Hebdomadaire","",65500,"Bq/wk | Bq/sem","Abiotic"
2017,"Chalk River Laboratories","Molybdenum-99 Production Facility",46.0554,-77.3628,"Atmospheric Releases","Rejets atmosphériques","Particulate gross alpha","Particules alpha brutes","Weekly Average","Moyenne Hebdomadaire","",1630,"Bq/wk | Bq/sem","Abiotic"
2017,"Chalk River Laboratories","Molybdenum-99 Production Facility",46.0554,-77.3628,"Atmospheric Releases","Rejets atmosphériques","Particulate gross beta","Particules bêta brutes","Weekly Average","Moyenne Hebdomadaire","",37000,"Bq/wk | Bq/sem","Abiotic"
2017,"Chalk River Laboratories","Building 250 Tritium Laboratory",46.0554,-77.3628,"Atmospheric Releases","Rejets atmosphériques","Particulate gross alpha","Particules alpha brutes","Weekly Average","Moyenne Hebdomadaire","",144,"Bq/wk | Bq/sem","Abiotic"
2017,"Chalk River Laboratories","Building 250 Tritium Laboratory",46.0554,-77.3628,"Atmospheric Releases","Rejets atmosphériques","Particulate gross beta","Particules bêta brutes","Weekly Average","Moyenne Hebdomadaire","",1880,"Bq/wk | Bq/sem","Abiotic"
2017,"Chalk River Laboratories","Building 250 Tritium Laboratory",46.0554,-77.3628,"Atmospheric Releases","Rejets atmosphériques","Tritium (HTO)","Tritium (Eau tritiée)","Weekly Average","Moyenne Hebdomadaire","",6.95e+10,"Bq/wk | Bq/sem","Abiotic"
2017,"Chalk River Laboratories","Building 250 Tritium Laboratory",46.0554,-77.3628,"Atmospheric Releases","Rejets atmosphériques","Elemental Tritium (HT)","Tritium élémentaire","Weekly Average","Moyenne Hebdomadaire","",8.93e+10,"Bq/wk | Bq/sem","Abiotic"
2017,"Chalk River Laboratories","Waste Treatment Centre",46.0554,-77.3628,"Atmospheric Releases","Rejets atmosphériques","Iodine-125","Iode-125","Weekly Average","Moyenne Hebdomadaire","",649,"Bq/wk | Bq/sem","Abiotic"
2017,"Chalk River Laboratories","Waste Treatment Centre",46.0554,-77.3628,"Atmospheric Releases","Rejets atmosphériques","Iodine-131","Iode-131","Weekly Average","Moyenne Hebdomadaire","",26100,"Bq/wk | Bq/sem","Abiotic"
2017,"Chalk River Laboratories","Waste Treatment Centre",46.0554,-77.3628,"Atmospheric Releases","Rejets atmosphériques","Particulate gross alpha","Particules alpha brutes","Weekly Average","Moyenne Hebdomadaire","",214,"Bq/wk | Bq/sem","Abiotic"
2017,"Chalk River Laboratories","Waste Treatment Centre",46.0554,-77.3628,"Atmospheric Releases","Rejets atmosphériques","Particulate gross beta","Particules bêta brutes","Weekly Average","Moyenne Hebdomadaire","",3160,"Bq/wk | Bq/sem","Abiotic"
2017,"Chalk River Laboratories","Waste Treatment Centre",46.0554,-77.3628,"Atmospheric Releases","Rejets atmosphériques","Tritium (HTO)","Tritium (Eau tritiée)","Weekly Average","Moyenne Hebdomadaire","",2.55e+09,"Bq/wk | Bq/sem","Abiotic"
2017,"Chalk River Laboratories","FMC Building 375",46.0554,-77.3628,"Atmospheric Releases","Rejets atmosphériques","Iodine-131","Iode-131","Weekly Average","Moyenne Hebdomadaire","",154000,"Bq/wk | Bq/sem","Abiotic"
2017,"Chalk River Laboratories","FMC Building 375",46.0554,-77.3628,"Atmospheric Releases","Rejets atmosphériques","Particulate gross alpha","Particules alpha brutes","Weekly Average","Moyenne Hebdomadaire","",494,"Bq/wk | Bq/sem","Abiotic"
2017,"Chalk River Laboratories","FMC Building 375",46.0554,-77.3628,"Atmospheric Releases","Rejets atmosphériques","Particulate gross beta","Particules bêta brutes","Weekly Average","Moyenne Hebdomadaire","",8420,"Bq/wk | Bq/sem","Abiotic"
2017,"Chalk River Laboratories","NFFF Building 405",46.0554,-77.3628,"Atmospheric Releases","Rejets atmosphériques","Particulate gross alpha","Particules alpha brutes","Weekly Average","Moyenne Hebdomadaire","",397,"Bq/wk | Bq/sem","Abiotic"
2017,"Chalk River Laboratories","CECEUD Building 215",46.0554,-77.3628,"Atmospheric Releases","Rejets atmosphériques","Tritium (HTO)","Tritium (Eau tritiée)","Weekly Average","Moyenne Hebdomadaire","",3.44e+08,"Bq/wk | Bq/sem","Abiotic"
2017,"Chalk River Laboratories","Operating Facilities and Storage-With-Surveillance State",46.0554,-77.3628,"Atmospheric Releases","Rejets atmosphériques","Particulate gross alpha","Particules alpha brutes","Weekly Average","Moyenne Hebdomadaire","",278,"Bq/wk | Bq/sem","Abiotic"
2017,"Chalk River Laboratories","Operating Facilities and Storage-With-Surveillance State",46.0554,-77.3628,"Atmospheric Releases","Rejets atmosphériques","Particulate gross beta","Particules bêta brutes","Weekly Average","Moyenne Hebdomadaire","",35700,"Bq/wk | Bq/sem","Abiotic"
2017,"Chalk River Laboratories","Operating Facilities and Storage-With-Surveillance State",46.0554,-77.3628,"Atmospheric Releases","Rejets atmosphériques","Tritium (HTO)","Tritium (Eau tritiée)","Weekly Average","Moyenne Hebdomadaire","",4.83e+09,"Bq/wk | Bq/sem","Abiotic"
2017,"Chalk River Laboratories","Waste Management Areas",46.0554,-77.3628,"Atmospheric Releases","Rejets atmosphériques","Iodine-125","Iode-125","Weekly Average","Moyenne Hebdomadaire","",35800,"Bq/wk | Bq/sem","Abiotic"
2017,"Chalk River Laboratories","Waste Management Areas",46.0554,-77.3628,"Atmospheric Releases","Rejets atmosphériques","Iodine-131","Iode-131","Weekly Average","Moyenne Hebdomadaire","",104000,"Bq/wk | Bq/sem","Abiotic"
2017,"Chalk River Laboratories","Waste Management Areas",46.0554,-77.3628,"Atmospheric Releases","Rejets atmosphériques","Particulate gross alpha","Particules alpha brutes","Weekly Average","Moyenne Hebdomadaire","",931,"Bq/wk | Bq/sem","Abiotic"
2017,"Chalk River Laboratories","Waste Management Areas",46.0554,-77.3628,"Atmospheric Releases","Rejets atmosphériques","Particulate gross beta","Particules bêta brutes","Weekly Average","Moyenne Hebdomadaire","",14000,"Bq/wk | Bq/sem","Abiotic"
2017,"Chalk River Laboratories","Waste Management Areas",46.0554,-77.3628,"Atmospheric Releases","Rejets atmosphériques","Tritium (HTO)","Tritium (Eau tritiée)","Weekly Average","Moyenne Hebdomadaire","",7.21e+10,"Bq/wk | Bq/sem","Abiotic"
2017,"Chalk River Laboratories","Other",46.0554,-77.3628,"Atmospheric Releases","Rejets atmosphériques","Iodine-125","Iode-125","Weekly Average","Moyenne Hebdomadaire","",14100,"Bq/wk | Bq/sem","Abiotic"
2017,"Chalk River Laboratories","Other",46.0554,-77.3628,"Atmospheric Releases","Rejets atmosphériques","Iodine-131","Iode-131","Weekly Average","Moyenne Hebdomadaire","",44800,"Bq/wk | Bq/sem","Abiotic"
2017,"Chalk River Laboratories","Other",46.0554,-77.3628,"Atmospheric Releases","Rejets atmosphériques","Particulate gross alpha","Particules alpha brutes","Weekly Average","Moyenne Hebdomadaire","",802,"Bq/wk | Bq/sem","Abiotic"
2017,"Chalk River Laboratories","Other",46.0554,-77.3628,"Atmospheric Releases","Rejets atmosphériques","Particulate gross beta","Particules bêta brutes","Weekly Average","Moyenne Hebdomadaire","",11400,"Bq/wk | Bq/sem","Abiotic"
2017,"Chalk River Laboratories","Other",46.0554,-77.3628,"Atmospheric Releases","Rejets atmosphériques","Tritium (HTO)","Tritium (Eau tritiée)","Weekly Average","Moyenne Hebdomadaire","",5.16e+09,"Bq/wk | Bq/sem","Abiotic"
2018,"Chalk River Laboratories","NRU Reactor",46.0554,-77.3628,"Atmospheric Releases","Rejets atmosphériques","Argon-41","Argon-41","Weekly Average","Moyenne Hebdomadaire","",5.08e+13,"Bq/wk | Bq/sem","Abiotic"
2018,"Chalk River Laboratories","NRU Reactor",46.0554,-77.3628,"Atmospheric Releases","Rejets atmosphériques","Iodine-125","Iode-125","Weekly Average","Moyenne Hebdomadaire","",1810000,"Bq/wk | Bq/sem","Abiotic"
2018,"Chalk River Laboratories","NRU Reactor",46.0554,-77.3628,"Atmospheric Releases","Rejets atmosphériques","Iodine-131","Iode-131","Weekly Average","Moyenne Hebdomadaire","",1710000,"Bq/wk | Bq/sem","Abiotic"
2018,"Chalk River Laboratories","NRU Reactor",46.0554,-77.3628,"Atmospheric Releases","Rejets atmosphériques","Particulate gross alpha","Particules alpha brutes","Weekly Average","Moyenne Hebdomadaire","",511,"Bq/wk | Bq/sem","Abiotic"
2018,"Chalk River Laboratories","NRU Reactor",46.0554,-77.3628,"Atmospheric Releases","Rejets atmosphériques","Particulate gross beta","Particules bêta brutes","Weekly Average","Moyenne Hebdomadaire","",1310000,"Bq/wk | Bq/sem","Abiotic"
2018,"Chalk River Laboratories","NRU Reactor",46.0554,-77.3628,"Atmospheric Releases","Rejets atmosphériques","Tritium (HTO)","Tritium (Eau tritiée)","Weekly Average","Moyenne Hebdomadaire","",4.38e+12,"Bq/wk | Bq/sem","Abiotic"
2018,"Chalk River Laboratories","NRU Reactor",46.0554,-77.3628,"Atmospheric Releases","Rejets atmosphériques","Carbon-14","Carbone-14","Weekly Average","Moyenne Hebdomadaire","",4.98e+09,"Bq/wk | Bq/sem","Abiotic"
2018,"Chalk River Laboratories","NFFF Building 429A and Building 429B",46.0554,-77.3628,"Atmospheric Releases","Rejets atmosphériques","Particulate gross alpha","Particules alpha brutes","Weekly Average","Moyenne Hebdomadaire","",118,"Bq/wk | Bq/sem","Abiotic"
2018,"Chalk River Laboratories","Recycle Fuel Fabrication Laboratories",46.0554,-77.3628,"Atmospheric Releases","Rejets atmosphériques","Particulate gross alpha","Particules alpha brutes","Weekly Average","Moyenne Hebdomadaire","",107,"Bq/wk | Bq/sem","Abiotic"
2018,"Chalk River Laboratories","Universal Cells",46.0554,-77.3628,"Atmospheric Releases","Rejets atmosphériques","Iodine-131","Iode-131","Weekly Average","Moyenne Hebdomadaire","",28500,"Bq/wk | Bq/sem","Abiotic"
2018,"Chalk River Laboratories","Universal Cells",46.0554,-77.3628,"Atmospheric Releases","Rejets atmosphériques","Particulate gross alpha","Particules alpha brutes","Weekly Average","Moyenne Hebdomadaire","",194,"Bq/wk | Bq/sem","Abiotic"
2018,"Chalk River Laboratories","Universal Cells",46.0554,-77.3628,"Atmospheric Releases","Rejets atmosphériques","Particulate gross beta","Particules bêta brutes","Weekly Average","Moyenne Hebdomadaire","",2900,"Bq/wk | Bq/sem","Abiotic"
2018,"Chalk River Laboratories","Molybdenum-99 Production Facility",46.0554,-77.3628,"Atmospheric Releases","Rejets atmosphériques","Mixed Fission Product in Noble Gases","Produit de fission mixte dans les gaz nobles","Weekly Average","Moyenne Hebdomadaire","",1.25e+11,"Bq/wk | Bq/sem","Abiotic"
2018,"Chalk River Laboratories","Molybdenum-99 Production Facility",46.0554,-77.3628,"Atmospheric Releases","Rejets atmosphériques","Iodine-131","Iode-131","Weekly Average","Moyenne Hebdomadaire","",42200,"Bq/wk | Bq/sem","Abiotic"
2018,"Chalk River Laboratories","Molybdenum-99 Production Facility",46.0554,-77.3628,"Atmospheric Releases","Rejets atmosphériques","Particulate gross alpha","Particules alpha brutes","Weekly Average","Moyenne Hebdomadaire","",1270,"Bq/wk | Bq/sem","Abiotic"
2018,"Chalk River Laboratories","Molybdenum-99 Production Facility",46.0554,-77.3628,"Atmospheric Releases","Rejets atmosphériques","Particulate gross beta","Particules bêta brutes","Weekly Average","Moyenne Hebdomadaire","",45700,"Bq/wk | Bq/sem","Abiotic"
2018,"Chalk River Laboratories","Building 250 Tritium Laboratory",46.0554,-77.3628,"Atmospheric Releases","Rejets atmosphériques","Particulate gross alpha","Particules alpha brutes","Weekly Average","Moyenne Hebdomadaire","",121,"Bq/wk | Bq/sem","Abiotic"
2018,"Chalk River Laboratories","Building 250 Tritium Laboratory",46.0554,-77.3628,"Atmospheric Releases","Rejets atmosphériques","Particulate gross beta","Particules bêta brutes","Weekly Average","Moyenne Hebdomadaire","",2210,"Bq/wk | Bq/sem","Abiotic"
2018,"Chalk River Laboratories","Building 250 Tritium Laboratory",46.0554,-77.3628,"Atmospheric Releases","Rejets atmosphériques","Tritium (HTO)","Tritium (Eau tritiée)","Weekly Average","Moyenne Hebdomadaire","",8.48e+10,"Bq/wk | Bq/sem","Abiotic"
2018,"Chalk River Laboratories","Building 250 Tritium Laboratory",46.0554,-77.3628,"Atmospheric Releases","Rejets atmosphériques","Elemental Tritium (HT)","Tritium élémentaire","Weekly Average","Moyenne Hebdomadaire","",1.32e+11,"Bq/wk | Bq/sem","Abiotic"
2018,"Chalk River Laboratories","Waste Treatment Centre",46.0554,-77.3628,"Atmospheric Releases","Rejets atmosphériques","Iodine-125","Iode-125","Weekly Average","Moyenne Hebdomadaire","",2030,"Bq/wk | Bq/sem","Abiotic"
2018,"Chalk River Laboratories","Waste Treatment Centre",46.0554,-77.3628,"Atmospheric Releases","Rejets atmosphériques","Iodine-131","Iode-131","Weekly Average","Moyenne Hebdomadaire","",27500,"Bq/wk | Bq/sem","Abiotic"
2018,"Chalk River Laboratories","Waste Treatment Centre",46.0554,-77.3628,"Atmospheric Releases","Rejets atmosphériques","Particulate gross alpha","Particules alpha brutes","Weekly Average","Moyenne Hebdomadaire","",200,"Bq/wk | Bq/sem","Abiotic"
2018,"Chalk River Laboratories","Waste Treatment Centre",46.0554,-77.3628,"Atmospheric Releases","Rejets atmosphériques","Particulate gross beta","Particules bêta brutes","Weekly Average","Moyenne Hebdomadaire","",3170,"Bq/wk | Bq/sem","Abiotic"
2018,"Chalk River Laboratories","Waste Treatment Centre",46.0554,-77.3628,"Atmospheric Releases","Rejets atmosphériques","Tritium (HTO)","Tritium (Eau tritiée)","Weekly Average","Moyenne Hebdomadaire","",3.88e+09,"Bq/wk | Bq/sem","Abiotic"
2018,"Chalk River Laboratories","FMC Building 375",46.0554,-77.3628,"Atmospheric Releases","Rejets atmosphériques","Iodine-131","Iode-131","Weekly Average","Moyenne Hebdomadaire","",56500,"Bq/wk | Bq/sem","Abiotic"
2018,"Chalk River Laboratories","FMC Building 375",46.0554,-77.3628,"Atmospheric Releases","Rejets atmosphériques","Particulate gross alpha","Particules alpha brutes","Weekly Average","Moyenne Hebdomadaire","",469,"Bq/wk | Bq/sem","Abiotic"
2018,"Chalk River Laboratories","FMC Building 375",46.0554,-77.3628,"Atmospheric Releases","Rejets atmosphériques","Particulate gross beta","Particules bêta brutes","Weekly Average","Moyenne Hebdomadaire","",8030,"Bq/wk | Bq/sem","Abiotic"
2018,"Chalk River Laboratories","NFFF Building 405",46.0554,-77.3628,"Atmospheric Releases","Rejets atmosphériques","Particulate gross alpha","Particules alpha brutes","Weekly Average","Moyenne Hebdomadaire","",387,"Bq/wk | Bq/sem","Abiotic"
2018,"Chalk River Laboratories","CECEUD Building 215",46.0554,-77.3628,"Atmospheric Releases","Rejets atmosphériques","Tritium (HTO)","Tritium (Eau tritiée)","Weekly Average","Moyenne Hebdomadaire","",6.68e+08,"Bq/wk | Bq/sem","Abiotic"
2018,"Chalk River Laboratories","CECEUD Building 215",46.0554,-77.3628,"Atmospheric Releases","Rejets atmosphériques","Elemental Tritium (HT)","Tritium élémentaire","Weekly Average","Moyenne Hebdomadaire","",8.1e+08,"Bq/wk | Bq/sem","Abiotic"
2018,"Chalk River Laboratories","Operating Facilities and Storage-With-Surveillance State",46.0554,-77.3628,"Atmospheric Releases","Rejets atmosphériques","Particulate gross alpha","Particules alpha brutes","Weekly Average","Moyenne Hebdomadaire","",258,"Bq/wk | Bq/sem","Abiotic"
2018,"Chalk River Laboratories","Operating Facilities and Storage-With-Surveillance State",46.0554,-77.3628,"Atmospheric Releases","Rejets atmosphériques","Particulate gross beta","Particules bêta brutes","Weekly Average","Moyenne Hebdomadaire","",41100,"Bq/wk | Bq/sem","Abiotic"
2018,"Chalk River Laboratories","Operating Facilities and Storage-With-Surveillance State",46.0554,-77.3628,"Atmospheric Releases","Rejets atmosphériques","Tritium (HTO)","Tritium (Eau tritiée)","Weekly Average","Moyenne Hebdomadaire","",6.15e+09,"Bq/wk | Bq/sem","Abiotic"
2018,"Chalk River Laboratories","Waste Management Areas",46.0554,-77.3628,"Atmospheric Releases","Rejets atmosphériques","Iodine-125","Iode-125","Weekly Average","Moyenne Hebdomadaire","",34500,"Bq/wk | Bq/sem","Abiotic"
2018,"Chalk River Laboratories","Waste Management Areas",46.0554,-77.3628,"Atmospheric Releases","Rejets atmosphériques","Iodine-131","Iode-131","Weekly Average","Moyenne Hebdomadaire","",104000,"Bq/wk | Bq/sem","Abiotic"
2018,"Chalk River Laboratories","Waste Management Areas",46.0554,-77.3628,"Atmospheric Releases","Rejets atmosphériques","Particulate gross alpha","Particules alpha brutes","Weekly Average","Moyenne Hebdomadaire","",877,"Bq/wk | Bq/sem","Abiotic"
2018,"Chalk River Laboratories","Waste Management Areas",46.0554,-77.3628,"Atmospheric Releases","Rejets atmosphériques","Particulate gross beta","Particules bêta brutes","Weekly Average","Moyenne Hebdomadaire","",14300,"Bq/wk | Bq/sem","Abiotic"
2018,"Chalk River Laboratories","Waste Management Areas",46.0554,-77.3628,"Atmospheric Releases","Rejets atmosphériques","Tritium (HTO)","Tritium (Eau tritiée)","Weekly Average","Moyenne Hebdomadaire","",4.15e+10,"Bq/wk | Bq/sem","Abiotic"
2018,"Chalk River Laboratories","Other",46.0554,-77.3628,"Atmospheric Releases","Rejets atmosphériques","Iodine-125","Iode-125","Weekly Average","Moyenne Hebdomadaire","",14100,"Bq/wk | Bq/sem","Abiotic"
2018,"Chalk River Laboratories","Other",46.0554,-77.3628,"Atmospheric Releases","Rejets atmosphériques","Iodine-131","Iode-131","Weekly Average","Moyenne Hebdomadaire","",55200,"Bq/wk | Bq/sem","Abiotic"
2018,"Chalk River Laboratories","Other",46.0554,-77.3628,"Atmospheric Releases","Rejets atmosphériques","Particulate gross alpha","Particules alpha brutes","Weekly Average","Moyenne Hebdomadaire","",754,"Bq/wk | Bq/sem","Abiotic"
2018,"Chalk River Laboratories","Other",46.0554,-77.3628,"Atmospheric Releases","Rejets atmosphériques","Particulate gross beta","Particules bêta brutes","Weekly Average","Moyenne Hebdomadaire","",113000,"Bq/wk | Bq/sem","Abiotic"
2018,"Chalk River Laboratories","Other",46.0554,-77.3628,"Atmospheric Releases","Rejets atmosphériques","Tritium (HTO)","Tritium (Eau tritiée)","Weekly Average","Moyenne Hebdomadaire","",4.4e+09,"Bq/wk | Bq/sem","Abiotic"
2019,"Chalk River Laboratories","NRU Reactor",46.0554,-77.3628,"Atmospheric Releases","Rejets atmosphériques","Iodine-125","Iode-125","Weekly Average","Moyenne Hebdomadaire","",24100,"Bq/wk | Bq/sem","Abiotic"
2019,"Chalk River Laboratories","NRU Reactor",46.0554,-77.3628,"Atmospheric Releases","Rejets atmosphériques","Iodine-131","Iode-131","Weekly Average","Moyenne Hebdomadaire","",114000,"Bq/wk | Bq/sem","Abiotic"
2019,"Chalk River Laboratories","NRU Reactor",46.0554,-77.3628,"Atmospheric Releases","Rejets atmosphériques","Particulate gross alpha","Particules alpha brutes","Weekly Average","Moyenne Hebdomadaire","",27.3,"Bq/wk | Bq/sem","Abiotic"
2019,"Chalk River Laboratories","NRU Reactor",46.0554,-77.3628,"Atmospheric Releases","Rejets atmosphériques","Particulate gross beta","Particules bêta brutes","Weekly Average","Moyenne Hebdomadaire","",740000,"Bq/wk | Bq/sem","Abiotic"
2019,"Chalk River Laboratories","NRU Reactor",46.0554,-77.3628,"Atmospheric Releases","Rejets atmosphériques","Tritium (HTO)","Tritium (Eau tritiée)","Weekly Average","Moyenne Hebdomadaire","",3.7e+12,"Bq/wk | Bq/sem","Abiotic"
