"year","facility_name","sample_station_name","latitude","longitude","sample_type_en","sample_type_fr","substance_name_en","substance_name_fr","statistical_quantity_en","statistical_quantity_fr","energy_below_1_mev","result","units","sample_category"
2016,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium Oxide (HTO)","Tritium (Eau tritiée)","Weekly Total","Total hebdomadaire",NA,99.75,"GBq","Abiotic"
2016,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium Oxide (HTO)","Tritium (Eau tritiée)","Weekly Total","Total hebdomadaire",NA,103.62,"GBq","Abiotic"
2016,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium Oxide (HTO)","Tritium (Eau tritiée)","Weekly Total","Total hebdomadaire",NA,34.63,"GBq","Abiotic"
2016,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium Oxide (HTO)","Tritium (Eau tritiée)","Weekly Total","Total hebdomadaire",NA,58.32,"GBq","Abiotic"
2016,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium Oxide (HTO)","Tritium (Eau tritiée)","Weekly Total","Total hebdomadaire",NA,100.13,"GBq","Abiotic"
2016,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium Oxide (HTO)","Tritium (Eau tritiée)","Weekly Total","Total hebdomadaire",NA,80.54,"GBq","Abiotic"
2016,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium Oxide (HTO)","Tritium (Eau tritiée)","Weekly Total","Total hebdomadaire",NA,126.84,"GBq","Abiotic"
2016,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium Oxide (HTO)","Tritium (Eau tritiée)","Weekly Total","Total hebdomadaire",NA,142.45,"GBq","Abiotic"
2016,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium Oxide (HTO)","Tritium (Eau tritiée)","Weekly Total","Total hebdomadaire",NA,70.51,"GBq","Abiotic"
2016,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium Oxide (HTO)","Tritium (Eau tritiée)","Weekly Total","Total hebdomadaire",NA,98.94,"GBq","Abiotic"
2016,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium Oxide (HTO)","Tritium (Eau tritiée)","Weekly Total","Total hebdomadaire",NA,76.68,"GBq","Abiotic"
2016,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium Oxide (HTO)","Tritium (Eau tritiée)","Weekly Total","Total hebdomadaire",NA,175.81,"GBq","Abiotic"
2016,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium Oxide (HTO)","Tritium (Eau tritiée)","Weekly Total","Total hebdomadaire",NA,171.43,"GBq","Abiotic"
2016,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium Oxide (HTO)","Tritium (Eau tritiée)","Weekly Total","Total hebdomadaire",NA,141.55,"GBq","Abiotic"
2016,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium Oxide (HTO)","Tritium (Eau tritiée)","Weekly Total","Total hebdomadaire",NA,75.51,"GBq","Abiotic"
2016,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium Oxide (HTO)","Tritium (Eau tritiée)","Weekly Total","Total hebdomadaire",NA,186.31,"GBq","Abiotic"
2016,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium Oxide (HTO)","Tritium (Eau tritiée)","Weekly Total","Total hebdomadaire",NA,132.05,"GBq","Abiotic"
2016,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium Oxide (HTO)","Tritium (Eau tritiée)","Weekly Total","Total hebdomadaire",NA,207.44,"GBq","Abiotic"
2016,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium Oxide (HTO)","Tritium (Eau tritiée)","Weekly Total","Total hebdomadaire",NA,135.8,"GBq","Abiotic"
2016,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium Oxide (HTO)","Tritium (Eau tritiée)","Weekly Total","Total hebdomadaire",NA,134.85,"GBq","Abiotic"
2016,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium Oxide (HTO)","Tritium (Eau tritiée)","Weekly Total","Total hebdomadaire",NA,123.96,"GBq","Abiotic"
2016,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium Oxide (HTO)","Tritium (Eau tritiée)","Weekly Total","Total hebdomadaire",NA,209.02,"GBq","Abiotic"
2016,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium Oxide (HTO)","Tritium (Eau tritiée)","Weekly Total","Total hebdomadaire",NA,166.45,"GBq","Abiotic"
2016,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium Oxide (HTO)","Tritium (Eau tritiée)","Weekly Total","Total hebdomadaire",NA,180.9,"GBq","Abiotic"
2016,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium Oxide (HTO)","Tritium (Eau tritiée)","Weekly Total","Total hebdomadaire",NA,201.01,"GBq","Abiotic"
2016,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium Oxide (HTO)","Tritium (Eau tritiée)","Weekly Total","Total hebdomadaire",NA,168.24,"GBq","Abiotic"
2016,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium Oxide (HTO)","Tritium (Eau tritiée)","Weekly Total","Total hebdomadaire",NA,116.23,"GBq","Abiotic"
2016,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium Oxide (HTO)","Tritium (Eau tritiée)","Weekly Total","Total hebdomadaire",NA,121.63,"GBq","Abiotic"
2016,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium Oxide (HTO)","Tritium (Eau tritiée)","Weekly Total","Total hebdomadaire",NA,242.32,"GBq","Abiotic"
2016,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium Oxide (HTO)","Tritium (Eau tritiée)","Weekly Total","Total hebdomadaire",NA,199.49,"GBq","Abiotic"
2016,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium Oxide (HTO)","Tritium (Eau tritiée)","Weekly Total","Total hebdomadaire",NA,131.58,"GBq","Abiotic"
2016,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium Oxide (HTO)","Tritium (Eau tritiée)","Weekly Total","Total hebdomadaire",NA,50.57,"GBq","Abiotic"
2016,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium Oxide (HTO)","Tritium (Eau tritiée)","Weekly Total","Total hebdomadaire",NA,157.13,"GBq","Abiotic"
2016,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium Oxide (HTO)","Tritium (Eau tritiée)","Weekly Total","Total hebdomadaire",NA,147.9,"GBq","Abiotic"
2016,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium Oxide (HTO)","Tritium (Eau tritiée)","Weekly Total","Total hebdomadaire",NA,137.11,"GBq","Abiotic"
2016,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium Oxide (HTO)","Tritium (Eau tritiée)","Weekly Total","Total hebdomadaire",NA,104.96,"GBq","Abiotic"
2016,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium Oxide (HTO)","Tritium (Eau tritiée)","Weekly Total","Total hebdomadaire",NA,84.14,"GBq","Abiotic"
2016,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium Oxide (HTO)","Tritium (Eau tritiée)","Weekly Total","Total hebdomadaire",NA,159.25,"GBq","Abiotic"
2016,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium Oxide (HTO)","Tritium (Eau tritiée)","Weekly Total","Total hebdomadaire",NA,96.49,"GBq","Abiotic"
2016,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium Oxide (HTO)","Tritium (Eau tritiée)","Weekly Total","Total hebdomadaire",NA,66.29,"GBq","Abiotic"
2016,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium Oxide (HTO)","Tritium (Eau tritiée)","Weekly Total","Total hebdomadaire",NA,117.9,"GBq","Abiotic"
2016,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium Oxide (HTO)","Tritium (Eau tritiée)","Weekly Total","Total hebdomadaire",NA,109.94,"GBq","Abiotic"
2016,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium Oxide (HTO)","Tritium (Eau tritiée)","Weekly Total","Total hebdomadaire",NA,65.48,"GBq","Abiotic"
2016,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium Oxide (HTO)","Tritium (Eau tritiée)","Weekly Total","Total hebdomadaire",NA,50.85,"GBq","Abiotic"
2016,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium Oxide (HTO)","Tritium (Eau tritiée)","Weekly Total","Total hebdomadaire",NA,59.97,"GBq","Abiotic"
2016,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium Oxide (HTO)","Tritium (Eau tritiée)","Weekly Total","Total hebdomadaire",NA,82.78,"GBq","Abiotic"
2016,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium Oxide (HTO)","Tritium (Eau tritiée)","Weekly Total","Total hebdomadaire",NA,52.9,"GBq","Abiotic"
2016,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium Oxide (HTO)","Tritium (Eau tritiée)","Weekly Total","Total hebdomadaire",NA,98.91,"GBq","Abiotic"
2016,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium (HT)","Tritium élémentaire","Weekly Total","Total hebdomadaire",NA,70.48,"GBq","Abiotic"
2016,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium (HT)","Tritium élémentaire","Weekly Total","Total hebdomadaire",NA,297.09,"GBq","Abiotic"
2016,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium (HT)","Tritium élémentaire","Weekly Total","Total hebdomadaire",NA,367.59,"GBq","Abiotic"
2016,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium (HT)","Tritium élémentaire","Weekly Total","Total hebdomadaire",NA,582.41,"GBq","Abiotic"
2016,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium (HT)","Tritium élémentaire","Weekly Total","Total hebdomadaire",NA,248.79,"GBq","Abiotic"
2016,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium (HT)","Tritium élémentaire","Weekly Total","Total hebdomadaire",NA,240.86,"GBq","Abiotic"
2016,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium (HT)","Tritium élémentaire","Weekly Total","Total hebdomadaire",NA,46.42,"GBq","Abiotic"
2016,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium (HT)","Tritium élémentaire","Weekly Total","Total hebdomadaire",NA,172.32,"GBq","Abiotic"
2016,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium (HT)","Tritium élémentaire","Weekly Total","Total hebdomadaire",NA,315.73,"GBq","Abiotic"
2016,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium (HT)","Tritium élémentaire","Weekly Total","Total hebdomadaire",NA,233.57,"GBq","Abiotic"
2016,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium (HT)","Tritium élémentaire","Weekly Total","Total hebdomadaire",NA,393.77,"GBq","Abiotic"
2016,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium (HT)","Tritium élémentaire","Weekly Total","Total hebdomadaire",NA,416.64,"GBq","Abiotic"
2016,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium (HT)","Tritium élémentaire","Weekly Total","Total hebdomadaire",NA,220.38,"GBq","Abiotic"
2016,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium (HT)","Tritium élémentaire","Weekly Total","Total hebdomadaire",NA,343.21,"GBq","Abiotic"
2016,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium (HT)","Tritium élémentaire","Weekly Total","Total hebdomadaire",NA,288.62,"GBq","Abiotic"
2016,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium (HT)","Tritium élémentaire","Weekly Total","Total hebdomadaire",NA,401.03,"GBq","Abiotic"
2016,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium (HT)","Tritium élémentaire","Weekly Total","Total hebdomadaire",NA,661.2,"GBq","Abiotic"
2016,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium (HT)","Tritium élémentaire","Weekly Total","Total hebdomadaire",NA,570.43,"GBq","Abiotic"
2016,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium (HT)","Tritium élémentaire","Weekly Total","Total hebdomadaire",NA,174.19,"GBq","Abiotic"
2016,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium (HT)","Tritium élémentaire","Weekly Total","Total hebdomadaire",NA,388.34,"GBq","Abiotic"
2016,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium (HT)","Tritium élémentaire","Weekly Total","Total hebdomadaire",NA,255.32,"GBq","Abiotic"
2016,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium (HT)","Tritium élémentaire","Weekly Total","Total hebdomadaire",NA,246.05,"GBq","Abiotic"
2016,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium (HT)","Tritium élémentaire","Weekly Total","Total hebdomadaire",NA,212.66,"GBq","Abiotic"
2016,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium (HT)","Tritium élémentaire","Weekly Total","Total hebdomadaire",NA,275.53,"GBq","Abiotic"
2016,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium (HT)","Tritium élémentaire","Weekly Total","Total hebdomadaire",NA,1246.73,"GBq","Abiotic"
2016,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium (HT)","Tritium élémentaire","Weekly Total","Total hebdomadaire",NA,267.76,"GBq","Abiotic"
2016,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium (HT)","Tritium élémentaire","Weekly Total","Total hebdomadaire",NA,204.64,"GBq","Abiotic"
2016,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium (HT)","Tritium élémentaire","Weekly Total","Total hebdomadaire",NA,229.88,"GBq","Abiotic"
2016,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium (HT)","Tritium élémentaire","Weekly Total","Total hebdomadaire",NA,476.8,"GBq","Abiotic"
2016,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium (HT)","Tritium élémentaire","Weekly Total","Total hebdomadaire",NA,7374.92,"GBq","Abiotic"
2016,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium (HT)","Tritium élémentaire","Weekly Total","Total hebdomadaire",NA,218.62,"GBq","Abiotic"
2016,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium (HT)","Tritium élémentaire","Weekly Total","Total hebdomadaire",NA,163.79,"GBq","Abiotic"
2016,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium (HT)","Tritium élémentaire","Weekly Total","Total hebdomadaire",NA,368.33,"GBq","Abiotic"
2016,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium (HT)","Tritium élémentaire","Weekly Total","Total hebdomadaire",NA,268.98,"GBq","Abiotic"
2016,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium (HT)","Tritium élémentaire","Weekly Total","Total hebdomadaire",NA,290.45,"GBq","Abiotic"
2016,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium (HT)","Tritium élémentaire","Weekly Total","Total hebdomadaire",NA,90.13,"GBq","Abiotic"
2016,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium (HT)","Tritium élémentaire","Weekly Total","Total hebdomadaire",NA,234.74,"GBq","Abiotic"
2016,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium (HT)","Tritium élémentaire","Weekly Total","Total hebdomadaire",NA,243.3,"GBq","Abiotic"
2016,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium (HT)","Tritium élémentaire","Weekly Total","Total hebdomadaire",NA,295.83,"GBq","Abiotic"
2016,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium (HT)","Tritium élémentaire","Weekly Total","Total hebdomadaire",NA,176.57,"GBq","Abiotic"
2016,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium (HT)","Tritium élémentaire","Weekly Total","Total hebdomadaire",NA,242.34,"GBq","Abiotic"
2016,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium (HT)","Tritium élémentaire","Weekly Total","Total hebdomadaire",NA,343.25,"GBq","Abiotic"
2016,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium (HT)","Tritium élémentaire","Weekly Total","Total hebdomadaire",NA,198.38,"GBq","Abiotic"
2016,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium (HT)","Tritium élémentaire","Weekly Total","Total hebdomadaire",NA,171.97,"GBq","Abiotic"
2016,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium (HT)","Tritium élémentaire","Weekly Total","Total hebdomadaire",NA,301.94,"GBq","Abiotic"
2016,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium (HT)","Tritium élémentaire","Weekly Total","Total hebdomadaire",NA,296.59,"GBq","Abiotic"
2016,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium (HT)","Tritium élémentaire","Weekly Total","Total hebdomadaire",NA,264.32,"GBq","Abiotic"
2016,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium (HT)","Tritium élémentaire","Weekly Total","Total hebdomadaire",NA,208.98,"GBq","Abiotic"
2016,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium (HT)","Tritium élémentaire","Weekly Total","Total hebdomadaire",NA,169.01,"GBq","Abiotic"
2016,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium (HT)","Tritium élémentaire","Weekly Total","Total hebdomadaire",NA,400.53,"GBq","Abiotic"
2016,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium (HT)","Tritium élémentaire","Weekly Total","Total hebdomadaire",NA,194.26,"GBq","Abiotic"
2016,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium (HT)","Tritium élémentaire","Weekly Total","Total hebdomadaire",NA,286.04,"GBq","Abiotic"
2017,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium Oxide (HTO)","Tritium (Eau tritiée)","Weekly Total","Total hebdomadaire",NA,10.09,"GBq","Abiotic"
2017,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium Oxide (HTO)","Tritium (Eau tritiée)","Weekly Total","Total hebdomadaire",NA,67.07,"GBq","Abiotic"
2017,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium Oxide (HTO)","Tritium (Eau tritiée)","Weekly Total","Total hebdomadaire",NA,99.4,"GBq","Abiotic"
2017,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium Oxide (HTO)","Tritium (Eau tritiée)","Weekly Total","Total hebdomadaire",NA,119.83,"GBq","Abiotic"
2017,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium Oxide (HTO)","Tritium (Eau tritiée)","Weekly Total","Total hebdomadaire",NA,88.41,"GBq","Abiotic"
2017,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium Oxide (HTO)","Tritium (Eau tritiée)","Weekly Total","Total hebdomadaire",NA,39.51,"GBq","Abiotic"
2017,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium Oxide (HTO)","Tritium (Eau tritiée)","Weekly Total","Total hebdomadaire",NA,57.92,"GBq","Abiotic"
2017,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium Oxide (HTO)","Tritium (Eau tritiée)","Weekly Total","Total hebdomadaire",NA,67.14,"GBq","Abiotic"
2017,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium Oxide (HTO)","Tritium (Eau tritiée)","Weekly Total","Total hebdomadaire",NA,111.18,"GBq","Abiotic"
2017,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium Oxide (HTO)","Tritium (Eau tritiée)","Weekly Total","Total hebdomadaire",NA,53.97,"GBq","Abiotic"
2017,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium Oxide (HTO)","Tritium (Eau tritiée)","Weekly Total","Total hebdomadaire",NA,84.02,"GBq","Abiotic"
2017,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium Oxide (HTO)","Tritium (Eau tritiée)","Weekly Total","Total hebdomadaire",NA,54.16,"GBq","Abiotic"
2017,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium Oxide (HTO)","Tritium (Eau tritiée)","Weekly Total","Total hebdomadaire",NA,75.19,"GBq","Abiotic"
2017,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium Oxide (HTO)","Tritium (Eau tritiée)","Weekly Total","Total hebdomadaire",NA,115.14,"GBq","Abiotic"
2017,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium Oxide (HTO)","Tritium (Eau tritiée)","Weekly Total","Total hebdomadaire",NA,90.09,"GBq","Abiotic"
2017,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium Oxide (HTO)","Tritium (Eau tritiée)","Weekly Total","Total hebdomadaire",NA,75.78,"GBq","Abiotic"
2017,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium Oxide (HTO)","Tritium (Eau tritiée)","Weekly Total","Total hebdomadaire",NA,155.54,"GBq","Abiotic"
2017,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium Oxide (HTO)","Tritium (Eau tritiée)","Weekly Total","Total hebdomadaire",NA,127.63,"GBq","Abiotic"
2017,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium Oxide (HTO)","Tritium (Eau tritiée)","Weekly Total","Total hebdomadaire",NA,85.23,"GBq","Abiotic"
2017,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium Oxide (HTO)","Tritium (Eau tritiée)","Weekly Total","Total hebdomadaire",NA,208.96,"GBq","Abiotic"
2017,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium Oxide (HTO)","Tritium (Eau tritiée)","Weekly Total","Total hebdomadaire",NA,175.01,"GBq","Abiotic"
2017,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium Oxide (HTO)","Tritium (Eau tritiée)","Weekly Total","Total hebdomadaire",NA,135.67,"GBq","Abiotic"
2017,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium Oxide (HTO)","Tritium (Eau tritiée)","Weekly Total","Total hebdomadaire",NA,143.21,"GBq","Abiotic"
2017,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium Oxide (HTO)","Tritium (Eau tritiée)","Weekly Total","Total hebdomadaire",NA,207.62,"GBq","Abiotic"
2017,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium Oxide (HTO)","Tritium (Eau tritiée)","Weekly Total","Total hebdomadaire",NA,254.7,"GBq","Abiotic"
2017,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium Oxide (HTO)","Tritium (Eau tritiée)","Weekly Total","Total hebdomadaire",NA,349.02,"GBq","Abiotic"
2017,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium Oxide (HTO)","Tritium (Eau tritiée)","Weekly Total","Total hebdomadaire",NA,134.45,"GBq","Abiotic"
2017,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium Oxide (HTO)","Tritium (Eau tritiée)","Weekly Total","Total hebdomadaire",NA,215.71,"GBq","Abiotic"
2017,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium Oxide (HTO)","Tritium (Eau tritiée)","Weekly Total","Total hebdomadaire",NA,188.86,"GBq","Abiotic"
2017,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium Oxide (HTO)","Tritium (Eau tritiée)","Weekly Total","Total hebdomadaire",NA,125.08,"GBq","Abiotic"
2017,"SRBT","Stack",45.8054,-77.118,"Atmospheric Releases","Rejets atmosphériques","Tritium Oxide (HTO)","Tritium (Eau tritiée)","Weekly Total","Total hebdomadaire",NA,166.22,"GBq","Abiotic"
